,.TRXFLDHDTE1,.TRXFLDHDTF1,.TRXFLDHDTF4,.TRXFLDHDTH2,.TRXFLDHDTI1,.TRXFLDHDTI2,.TRXFLDHDTI4,.TRXFLDHDTM2,.TRXFLDHDTM3,.TRXFLDHDTN1,.TRXFLDHDTT1,.TRXFLDHDTU1,.TRXFLDHDTY2,.TRXFLDHDTY3,.TRXFLDHDTY4,.TRXFLDHDTE2,.TRXFLDHDTH1
2021-07-23,2.748825501152113e-05,2.1197791186760693e-05,3.133791747651617e-05,3.7699613136239235e-05,1.0862616117097833e-05,1.855850379617138e-05,2.6773712082555846e-05,4.614531036499407e-05,4.143628867549928e-05,3.312828340295147e-05,6.796294988539745e-05,1.6166620672552593e-05,1.7492568043495723e-05,3.4291144281148594e-05,3.899675752885894e-05,6.112083495852925e-05,6.370306390510637e-05
2021-08-20,3.7580148045454212e-06,2.8012811646683734e-06,4.542843137210614e-06,5.233710836788294e-06,1.4345650399259255e-06,2.808105152050219e-06,3.2647545015031825e-06,5.831038843262861e-06,5.038811900471384e-06,4.464642321140618e-06,8.214514730367004e-06,1.94535970027644e-06,2.540922081769503e-06,5.0830062599635815e-06,4.9432326996014956e-06,7.318289735288432e-06,8.398568491811829e-06
2021-09-17,3.071029814253812e-05,2.1161894631449867e-05,3.5921886994658024e-05,3.561651211466676e-05,8.268486704993468e-06,2.243867374962056e-05,2.5140772059925943e-05,4.22188473767674e-05,4.25178189159436e-05,3.4372915817720923e-05,6.137286247404504e-05,1.667387086458789e-05,1.7198250946929846e-05,3.587189273502545e-05,3.055012910943712e-05,5.13269845255187e-05,6.774124860201232e-05
2021-10-15,-5.939300066714132e-06,-4.520907726573077e-06,-8.284507545449346e-06,-8.258474176204357e-06,-1.7215961709592716e-06,-3.699867534846e-06,-4.976839277978963e-06,-9.692152037655087e-06,-8.659949720371503e-06,-7.384837198127678e-06,-1.3360880760926298e-05,-4.657384288863898e-06,-4.98166091514059e-06,-7.607121154791061e-06,-6.314929852899794e-06,-1.1001892460912531e-05,-1.4271247046080007e-05
2021-11-12,3.870143916191274e-05,4.7185935728915654e-05,6.600709297595385e-05,7.518447491966267e-05,4.465516710462608e-05,3.4397256172877334e-05,3.7086531687557666e-05,7.687069959767938e-05,8.03717927702236e-05,5.806874707386223e-05,0.00010680018517817463,3.991875160892164e-05,4.293092298040823e-05,7.191211197689871e-05,5.232646593145166e-05,8.991671832460149e-05,0.00010928234375175487
2021-12-10,-2.7692497927267826e-05,-3.548396750306591e-05,-4.650483948645829e-05,-6.146845340130632e-05,-3.357630368709641e-05,-2.4603006312659842e-05,-2.7866231047930358e-05,-5.5740981549271845e-05,-5.3778282474065025e-05,-4.2003376872319936e-05,-7.608945332174895e-05,-2.829289929713866e-05,-3.0888485863931966e-05,-5.300680106682264e-05,-4.2507181373069766e-05,-6.55472651210628e-05,-8.496712061044576e-05
2022-01-07,-5.3916263369508965e-05,-7.548828545083297e-05,-9.701114472323213e-05,-0.00012353633433302211,-7.11974270053231e-05,-5.2336462034186926e-05,-5.655746785436153e-05,-0.0001171637032343917,-0.00010692242702807805,-9.089926355446101e-05,-0.00015340222319937006,-6.280050806723165e-05,-6.148111889930493e-05,-0.00010393813625646671,-9.717398683158041e-05,-0.00013832308197413168,-0.00018103971585426172
2022-02-04,-9.290737193665468e-05,-0.00010777324156568556,-0.00013173675290034664,-0.00015622499018056653,-8.429885679275863e-05,-6.741021487731476e-05,-7.693212509082003e-05,-0.00016024531019548743,-0.00014464877809082836,-0.00012190953228814966,-0.00019962457365749946,-8.421139295146512e-05,-8.2736620831661e-05,-0.00014234915015899426,-0.00013181891795270884,-0.00018562460324471805,-0.00024130729437517667
2022-03-04,-0.00015847364929504323,-0.00018519096442905887,-0.0002282509940811767,-0.00022542121769859356,-0.00011147329799031766,-0.00012128809089379565,-0.00012968485956894692,-0.00028522551150577026,-0.00026288036914677636,-0.00021483370463996296,-0.0003370837489838615,-0.00014712256155147057,-0.00012911181056290939,-0.00025215099920529,-0.0002179958137357168,-0.0003218329994526501,-0.00039122124911820857
2022-04-01,-0.0003142973023439032,-0.0003669537794616672,-0.0004259417996911465,-0.0005696481350048023,-0.0001803505675304936,-1.0306200552668752e-05,-0.00022973324656894918,-0.000637832339639793,-0.0004365780775349117,-0.0005142121802925137,-0.0006988942565081717,-0.00031433813732182177,-0.0003823482676199574,-0.0005674162952917412,-0.00043205112659499726,-0.000512285214814138,-0.0008588147514770018
2022-04-29,-0.0003434780520864475,-0.000349417192530171,-0.0004210599445941909,-0.0005366665655479212,-0.00014110227212555225,-4.433381895019179e-05,-0.00016980098789544693,-0.0005962952573366975,-0.0003912634551108168,-0.00047216264302150034,-0.0006465888309680285,-0.0003037872897505522,-0.00032235499209614104,-0.0004712069248889415,-0.0003635645412910801,-0.00043345157901926153,-0.0008184718685724661
