,energy,materials,industrials,consumer discretionary,consumer staples,health care,financials,information technology,telecom,utilities,gamma_reg,b_weight
2012-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2012-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2012-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2012-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2013-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2014-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2015-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2016-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2017-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2018-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2019-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2020-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2021-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2022-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2022-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.0
2010-03,0.08589391975085156,0.023740492977846687,0.06421755449999741,0.09426486748536515,0.20899065264337885,0.21948286872865636,0.16459777776080448,-0.01696818362191435,0.15767674832036727,-0.001896698545353355,0.01,0.5
2010-04,0.0783545721120339,0.020126361887623366,0.05694168278660755,0.10072470901577552,0.1832795896315873,0.19775076537405722,0.17773113953831798,0.022110692304947104,0.16382985042909073,-0.0008493630800405702,0.01,0.5
2010-05,0.07905664621709003,0.01945893228591519,0.0469066088815816,0.08928128828785843,0.18384887098305613,0.22201976219924235,0.15686983776836383,0.05143589551713731,0.16252175728970242,-0.011399599429947262,0.01,0.5
2010-06,0.08391722090435125,0.028466375703809922,0.048784926490124475,0.08228116146597833,0.19711933288763805,0.24965740843598472,0.148454194931737,0.03507197502113116,0.14590818378575932,-0.019660779626514274,0.01,0.5
2010-07,0.07996945172937873,0.020055751480194697,0.04561986135930737,0.09263754966867285,0.20121081682546527,0.24381682022294365,0.15427522617553674,0.04057916944447691,0.1550403638844171,-0.03320501079039327,0.01,0.5
2010-08,0.08028152381683215,0.023486524760771677,0.05186160536431033,0.10224036124701283,0.20044201159097808,0.24222791960533013,0.14059873128809602,0.05172700465100067,0.14606467760408362,-0.038930359928415426,0.01,0.5
2010-09,0.0722855080652078,0.03162902663683628,0.051522938228731906,0.10634907029378993,0.2102564350690309,0.2498354033087118,0.1311382702954786,0.04189988449624435,0.15768791773560759,-0.05260445412963913,0.01,0.5
2010-10,0.06874017891190856,0.03959388084595646,0.04268826023520122,0.09985321117703966,0.21538141148400225,0.25061460446924755,0.12418896246344475,0.05356038374667757,0.15755515918622004,-0.052176052519698035,0.01,0.5
2010-11,0.08841473087348925,0.04834617230613445,0.05458377120097891,0.09409494063009377,0.19795969331691965,0.22819046185768715,0.12200345566176347,0.0641128643499672,0.14736172218772053,-0.0450678123847543,0.01,0.5
2010-12,0.0814021573459345,0.03843117509638075,0.05874914977126668,0.08328995175256663,0.21764293279033975,0.24530730135730405,0.10682505587610192,0.07067386934704349,0.14948496857135796,-0.051806561908295676,0.01,0.5
2011-01,0.08700800005869289,0.04792666123684784,0.061385161221034615,0.0750734187855796,0.21162567055481107,0.2461540220702354,0.10562750741130039,0.07306753880986792,0.14687602421021953,-0.054744004358589254,0.01,0.5
2011-02,0.08659620030905021,0.037541981399505,0.08534501831832464,0.08362476177573919,0.21090239453544607,0.24627327220442036,0.10427628291906,0.04323068255611177,0.14128062291808866,-0.03907121693574578,0.01,0.5
2011-03,0.07157984374395256,0.04662081453761657,0.08502214468846606,0.08719592188294348,0.1935574143877477,0.24139175551692682,0.0905636011287698,0.0552833432736641,0.16834056634485614,-0.039555405504943214,0.01,0.5
2011-04,0.0767747335994633,0.053918299257608104,0.07691066112985753,0.08204338427982147,0.19178459777274814,0.2325343035183789,0.09725058607374767,0.055543359666207326,0.15696542230367505,-0.02372534760150742,0.01,0.5
2011-05,0.07317867092948174,0.05575876193232273,0.06899932088434008,0.08315505275722981,0.17042392132795425,0.23643579329731068,0.1067157523083468,0.04114572443130862,0.1668887854422261,-0.0027017833105208444,0.01,0.5
2011-06,0.08229312711780026,0.05300948201649146,0.05693215332893772,0.07445624791400471,0.17816645782658108,0.2462243128854073,0.1163822375444457,0.03665212723402819,0.17434755561894824,-0.018463701486644696,0.01,0.5
2011-07,0.09639092767484111,0.06825972858565404,0.05203920903440532,0.07751027642474345,0.16971210092544117,0.23864083716003914,0.11336715392886976,0.03934921031579353,0.1726751112562773,-0.027944555306064836,0.01,0.5
2011-08,0.10012963463870848,0.06915797968455821,0.04081210069820941,0.07007366063511392,0.186224345452501,0.2392232493403207,0.10123893922022376,0.04340954162844983,0.1715353715765614,-0.021804822874646676,0.01,0.5
2011-09,0.10074731795277775,0.06582005144356555,0.03640506575987957,0.0679740679561228,0.21372166601421055,0.25239480867312775,0.0883419423296718,0.0378480724720949,0.16008373908368845,-0.023336731685139,0.01,0.5
2011-10,0.12551705643033795,0.07037926750082593,0.027638191315605586,0.07305703214161008,0.2153892882322314,0.2599507507508064,0.07332787704992823,0.02638544621242298,0.15296565281703506,-0.024610562450803633,0.01,0.5
2011-11,0.10572063285467176,0.049124638411939196,0.030048564188178785,0.07951496958526416,0.21996575369228644,0.2607399157610291,0.087282098778901,0.04027160943589857,0.14033945499220013,-0.013007637700369043,0.01,0.5
2011-12,0.10474207274394429,0.03483178478920212,0.02179107484330956,0.06361507427055642,0.23830711140523858,0.2986978483438648,0.051712167883140904,0.05282811477897851,0.14364564117431397,-0.010170890232549142,0.01,0.5
2012-01,0.11849727239232534,0.02325822484711671,0.017899065379011113,0.08527506377112215,0.21810076344559953,0.34150946151738515,0.03800288086379961,0.05860079020009843,0.12145635122834535,-0.022599873644803287,0.01,0.5
2012-02,0.16337976509484708,0.043290595373689136,0.00976892668013462,0.07837490261564747,0.20889265649664263,0.3256334756558071,0.0607997599037127,0.026006128063785022,0.12748306889777816,-0.04362927878204391,0.01,0.5
2012-03,0.17884898929699627,0.037058253655380465,-0.007446469588622821,0.07486174168940826,0.25338524781237376,0.3198894686098752,0.08128515721870276,0.038788715537364696,0.11037659989066866,-0.0870477041221472,0.01,0.5
2012-04,0.19695802002190949,0.030983505435737427,-0.04927317381272564,0.07314232907245283,0.29553471539344867,0.34960536064300024,0.07293525194663895,0.020191762873052067,0.12985114561706426,-0.11992891719057829,0.01,0.5
2012-05,0.2412144339331322,0.0124808579048339,-0.08331400391372602,0.03848860934829157,0.36215222316958623,0.3245503582078951,0.0965760815412618,0.011412220972555648,0.22755749038784784,-0.23111827155167824,0.01,0.5
2012-06,0.18957762058407746,0.03273786802714181,-0.08541865226876068,0.02816463629286001,0.3613782299415611,0.34799614105601456,0.08089566635926916,0.05796091546649906,0.22922482463166466,-0.2425172500903272,0.01,0.5
2012-07,0.14090010298888658,0.002041323562179058,-0.09251098484136246,0.0057641449655398205,0.3160851537603986,0.40857689106714346,0.06072419745670096,0.10265073799905394,0.17710400470029364,-0.12133557165883362,0.01,0.5
2012-08,0.15393251605256725,-0.008438227084109927,-0.1809929733493138,-0.04475356479891718,0.45164911115813955,0.5413892387769882,0.01120284287624903,0.09137423497580618,0.22990436773383693,-0.2452675463412461,0.01,0.5
2012-09,0.1356585250874609,-0.15048565138522757,-0.3380505374327669,-0.07604686369479786,0.5970463444769211,0.7388378870434842,-0.13507206696402407,0.25207151972688924,0.3728608571450559,-0.39682001400299466,0.01,0.5
2012-10,-0.08116984893320255,-0.13304246187631585,-0.3939526075910004,-0.01500667451594026,0.6822969085137061,0.8622897030942553,-0.03877608198140156,0.34747176808408103,0.3222536021356517,-0.5523643069298334,0.01,0.5
2012-11,-0.10783337445342585,-0.14023195413054218,-0.34689158009333365,0.1392580154692719,0.6310352772041196,0.917913359475081,-0.21292952867178977,0.4748331616445713,0.1178186720378816,-0.4729720484818339,0.01,0.5
2012-12,-0.060668604240554244,-0.027597545370651566,-0.263357116119271,0.14119806993974543,0.4942675788860364,0.832426636127273,-0.07156547610805507,0.2526667194344142,0.007032283341228553,-0.3044025458901656,0.01,0.5
2013-01,0.004124916434242697,-0.07216856981311888,-0.25376361999485847,0.14111867260161315,0.37717562707072166,0.806379559358236,0.17387121757130375,0.24970143734712458,0.004896278590564872,-0.43133551916582913,0.01,0.5
2013-02,0.06671090516313286,-0.05700625439040219,-0.1110648611843607,0.09388469729074168,0.22983410397728604,0.6076418178068986,0.22075034820635264,0.12446392352651177,-0.005469019377459493,-0.16974566101870114,0.01,0.5
2013-03,0.0973473275880089,-0.12836457376263966,-0.10970232553071706,0.07859852919761509,0.2512460520463294,0.6127035557769467,0.25269988178258534,0.11530693450861686,0.05241430635389795,-0.22224968796064343,0.01,0.5
2013-04,0.07375216524147758,-0.07341462526990893,-0.05335307732777994,0.07913036163176326,0.1806037957083501,0.4768925871955159,0.12621365111910965,0.13678189335817742,0.07161497781490007,-0.018221729471605205,0.01,0.5
2013-05,-0.02096750289968119,-0.0782243213175959,-0.04981259432229029,0.10298768105613293,0.15100838111828382,0.4658677417484308,0.11511595213372566,0.20718203704400134,0.11659273302821545,-0.009750107589222616,0.01,0.5
2013-06,-0.061558168126969806,-0.07025297496599303,0.0032426841906649587,0.13191258874437253,0.15977924503695465,0.3891650592842678,0.16028520269697377,0.22126206406921167,0.08161461691610286,-0.015450317845585482,0.01,0.5
2013-07,-0.0899944431174289,-0.05289709874186796,0.027497071539121284,0.13768479355550978,0.1534488223184667,0.336017748682359,0.15379016159372746,0.2217378693543689,0.12141790307103978,-0.0087028282552961,0.01,0.5
2013-08,-0.08279332257930312,-0.050851620363748115,0.010233213745373212,0.13284158130352464,0.12850019177491,0.34528891363085956,0.14807494030372625,0.22617891762597447,0.1475405558024071,-0.005013371243724127,0.01,0.5
2013-09,-0.03490682185696525,0.001361992982631434,0.037340976559746615,0.13328437587463887,0.1200069756630069,0.28174199019722634,0.08885889449604434,0.1825004337701956,0.16506717523183667,0.0247440070816385,0.01,0.5
2013-10,-0.036301737726093866,-0.001237300735594589,0.02189260731398611,0.1467165281378361,0.1479220939315217,0.27837538712507914,0.12055647342956512,0.19414706457117226,0.1302364489898185,-0.0023075650372904252,0.01,0.5
2013-11,0.020711618264562973,0.008826924979187252,0.05744716081008882,0.1445148671614337,0.1519787000895081,0.21252630249195198,0.11141690926014375,0.17100409772527547,0.09441130543236197,0.027162113785486032,0.01,0.5
2013-12,0.023963485115695803,0.006650996782545902,0.056620234479567266,0.14210662493564052,0.1491474348905489,0.2097459149511121,0.1133614362524074,0.17999002728714986,0.1056790569852214,0.012734788320110824,0.01,0.5
2014-01,0.010730322484849744,0.015472041686191436,0.05637363360868304,0.1451070348536898,0.15280878161542916,0.20900545140926002,0.11899154650809475,0.1805741450913258,0.0992135078056502,0.011723534936826166,0.01,0.5
2014-02,-0.017323986802803892,-0.0015908216982620377,0.046104315145846946,0.16219979713945107,0.14779885864678158,0.2144701764304756,0.11370885205660634,0.19981541044505197,0.12891436902324765,0.005903029613604727,0.01,0.5
2014-03,-0.0021787701633230808,-0.010776865931806566,0.04583260776082177,0.14633132396488424,0.14443106735721012,0.22031560662495075,0.1062055184975711,0.2080103685487547,0.14158817701621879,0.00024096632471814344,0.01,0.5
2014-04,-0.017704647544466268,-0.016054757184437746,0.0327002595532281,0.1504723107662403,0.17125143687303226,0.2387023872866061,0.12284836391237051,0.20192967353708785,0.12510554211795932,-0.009250569317620257,0.01,0.5
2014-05,-0.05496166114387564,-0.008368858889088601,0.03174837032080168,0.1409267272027246,0.1862584915847026,0.2408997304201203,0.14119444194817618,0.2153497978234601,0.10937117746573369,-0.0024182167327549547,0.01,0.5
2014-06,-0.08330935579630576,-0.009979477082664244,0.028006793266916033,0.13161606436184586,0.184080904576166,0.2580930685251201,0.13184606671084048,0.21880893689223452,0.14216817879395877,-0.0013311802481117338,0.01,0.5
2014-07,-0.10016770570037371,-0.017326181814240907,0.03569065529801001,0.1468507515277813,0.16777153191818936,0.26913412093345873,0.08009636287051723,0.25678266602719885,0.1601549750403255,0.0010128238991337496,0.01,0.5
2014-08,-0.15476706806154544,-0.039155016705151785,0.04833195258648771,0.17417768032503672,0.19694805239104152,0.29074909701546603,0.1010845193536582,0.2607275062024554,0.1462380988935726,-0.024334822001020787,0.01,0.5
2014-09,-0.06571676732779985,0.0066680327974162484,0.05955756054558764,0.13484813883837415,0.1471707226906508,0.20918546201836424,0.1199059649626731,0.22632992169309868,0.11889005409899886,0.043160909682636285,0.01,0.5
2014-10,-0.06632037576208352,0.014853640788962175,0.08081644665782346,0.12311176827613018,0.14388573922740105,0.20319647931707713,0.0960360283521686,0.22123420072614064,0.11561031517840084,0.06757575723797948,0.01,0.5
2014-11,-0.09875537859274595,0.012453229216411253,0.09345823515162383,0.11885324565809019,0.13746604310070942,0.20923527519668328,0.10244796736373726,0.2295471892576692,0.11827531276473696,0.07701888088308448,0.01,0.5
2014-12,-0.11320976668635156,0.0008348238113125711,0.09572713192289709,0.10727930559578544,0.11368708595475932,0.20248785814248577,0.1578055304151264,0.23139012759591066,0.11969559117959001,0.08430231206848435,0.01,0.5
2015-01,-0.08895563524263107,0.0017287802180300307,0.11352072766102317,0.08700689718110108,0.11379439819604709,0.17940405420670313,0.19584232309958588,0.1802926575762711,0.08995477106811754,0.1274110260357521,0.01,0.5
