date,.DXY,.dMIEA00000G,.dMIEF00000G,US10YT=RR
2000-01-14,0.009127,0.034206,0.046505,0.06688
2000-01-21,0.000393,-0.024228,-0.014235,0.06772
2000-01-28,0.02673,0.015225,-0.007586,0.06658
2000-02-04,-0.001819,0.028692,0.02977,0.06558
2000-02-11,-0.000959,0.006384,0.024747,0.06595
2000-02-18,0.004223,-0.010258,-0.018251,0.06483
2000-02-25,0.006021,0.012775,-0.024139,0.06337
2000-03-03,0.00703,0.02343,0.021297,0.06379
2000-03-10,-0.002736,-0.004293,0.002594,0.06387
2000-03-17,-0.004825,-0.012574,-0.035178,0.06204
2000-03-24,-0.004087,0.01774,0.027219,0.06191
2000-03-31,0.006395,-0.006262,-0.025394,0.06002
2000-04-07,0.005027,-0.00172,0.00444,0.05845
2000-04-14,-0.002076,-0.035429,-0.066157,0.058602
2000-04-21,0.016076,0.002685,-0.025621,0.06
2000-04-28,0.025035,0.023128,0.009274,0.062182
2000-05-05,0.010623,0.011036,-0.003355,0.065113
2000-05-12,-0.012667,-0.013449,-0.027262,0.065245
2000-05-19,0.014286,-0.02899,-0.008979,0.064982
2000-05-26,-0.021082,-0.00919,-0.03665,0.063273
2000-06-02,-0.009164,0.055995,0.084875,0.061692
2000-06-09,-0.010451,-0.007618,0.014422,0.061262
2000-06-16,-0.009627,-0.012066,-0.022427,0.059796
2000-06-23,0.019347,-0.000174,-0.00587,0.061852
2000-06-30,-0.010832,-0.000466,0.009575,0.06027
2000-07-07,0.007581,0.019367,0.013859,0.060148
2000-07-14,0.007431,0.004073,0.007785,0.061005
2000-07-21,-0.000277,-0.018671,-0.026048,0.059977
2000-07-28,0.012175,-0.027284,-0.045959,0.060356
2000-08-04,0.010115,0.002366,0.007632,0.059055
2000-08-11,0.003248,0.017799,0.004714,0.057906
2000-08-18,-0.001798,0.008547,0.009324,0.057769
2000-08-25,0.003063,0.008969,-0.005662,0.05733
2000-09-01,0.000629,0.012493,-0.006855,0.05685
2000-09-08,0.026207,-0.016373,-0.003284,0.057368
2000-09-15,0.013993,-0.016217,-0.027218,0.058373
2000-09-22,-0.020528,-0.030532,-0.064096,0.058479
2000-09-29,-0.00273,0.005676,0.018737,0.058078
2000-10-06,0.014128,0.01015,-0.003834,0.058205
2000-10-13,0.008794,-0.034804,-0.062434,0.05732
2000-10-20,0.01122,0.008161,0.01482,0.056377
2000-10-27,0.001963,0.01178,0.000745,0.057276
2000-11-03,-0.020615,0.017191,0.030457,0.05827
2000-11-10,0.007132,-0.017279,-0.009713,0.057974
2000-11-17,0.013127,-0.005266,-0.02703,0.057064
2000-11-24,0.009974,-0.012011,-0.035755,0.056368
2000-12-01,-0.031651,-0.00732,-0.02848,0.055175
2000-12-08,-0.005927,0.000778,0.052743,0.052986
2000-12-15,-0.010083,-0.016577,-0.020067,0.051801
2000-12-22,-0.018423,-0.023799,-0.030376,0.050142
2000-12-29,-0.01137,0.022682,0.010269,0.051116
2001-01-05,-0.010405,-0.001633,0.045499,0.049286
2001-01-12,0.00867,-0.00885,0.018701,0.052546
2001-01-19,0.011887,0.015483,0.049105,0.051702
2001-01-26,0.007229,0.003547,0.002167,0.052658
2001-02-02,-0.010228,-0.008073,0.010993,0.051585
2001-02-09,0.010877,-0.017407,-0.020447,0.050321
2001-02-16,0.006636,-0.013482,0.002195,0.051108
2001-02-23,-0.002049,-0.026122,-0.041873,0.051007
2001-03-02,-0.007677,-0.01054,-0.019034,0.049455
2001-03-09,0.002429,0.014319,0.010105,0.049392
2001-03-16,0.034817,-0.049345,-0.041484,0.047679
2001-03-23,0.005376,-0.008415,-0.022872,0.04813
2001-03-30,0.012334,0.033069,-0.009593,0.049146
2001-04-06,-0.022323,-0.000197,-0.023418,0.048903
2001-04-13,0.006885,0.02097,0.024552,0.051772
2001-04-20,-0.010559,0.017954,0.02491,0.052938
2001-04-27,0.011372,0.015405,0.011596,0.053236
2001-05-04,-0.005968,0.004186,0.014211,0.052091
2001-05-11,0.016619,0.000885,-0.002661,0.054431
2001-05-18,-0.00368,0.004446,0.017679,0.054012
2001-05-25,0.015205,-0.00277,0.013363,0.055023
2001-06-01,0.006008,-0.022106,-0.011261,0.053748
2001-06-08,0.002692,0.011518,0.013727,0.05367
2001-06-15,-0.007717,-0.039785,-0.018253,0.052427
2001-06-22,0.005241,3.6e-05,-0.011592,0.051236
2001-06-29,0.004373,0.003445,0.000728,0.054044
2001-07-06,0.003935,-0.032508,-0.021476,0.053618
2001-07-13,-0.004754,0.000242,-0.020391,0.052279
2001-07-20,-0.017766,-0.022434,-0.020545,0.051273
2001-07-27,-0.002304,-0.000273,0.006372,0.050961
2001-08-03,-0.006841,0.020256,0.021778,0.051643
2001-08-10,-0.007319,-0.030724,-0.017856,0.049845
2001-08-17,-0.01995,-0.011249,-0.002518,0.048407
2001-08-24,0.003009,0.014094,-0.003458,0.049278
2001-08-31,0.000794,-0.031652,0.004127,0.0484
2001-09-07,0.005555,-0.047227,-0.025587,0.04788
2001-09-14,0.004559,-0.078276,-0.090497,0.0456
2001-09-21,-0.013354,-0.06757,-0.051183,0.046905
2001-09-28,0.003892,0.09414,0.009961,0.045902
2001-10-05,-0.005023,0.026155,0.028778,0.045078
2001-10-12,0.008679,0.027166,0.034769,0.046752
2001-10-19,0.008517,-0.018712,0.004103,0.046195
2001-10-26,0.006878,0.039616,0.029389,0.045211
2001-11-02,-0.009598,-0.027329,-0.005746,0.043635
2001-11-09,0.004802,0.024375,0.029379,0.043106
2001-11-16,0.011469,0.019816,0.040074,0.048482
2001-11-23,0.007903,0.007102,0.021598,0.050113
2001-11-30,-0.010228,-0.012856,-0.013217,0.047537
2001-12-07,0.000172,0.021027,0.087383,0.051646
2001-12-14,-0.010504,-0.043122,-0.016778,0.051901
2001-12-21,0.017837,0.018276,-0.005148,0.05086
2001-12-28,0.002394,0.014641,0.031868,0.051134
2002-01-04,-0.007931,0.022166,0.05259,0.051251
2002-01-11,0.002665,-0.026615,-0.014118,0.048718
2002-01-18,0.007459,-0.01248,-0.015996,0.048927
2002-01-25,0.019913,0.005868,0.025969,0.050695
2002-02-01,-0.000501,-0.010258,-0.001729,0.049841
2002-02-08,-0.006762,-0.019915,-0.00409,0.04881
2002-02-15,-0.003194,0.017778,0.026424,0.04863
2002-02-22,-0.001012,-0.020994,-0.020244,0.048349
2002-03-01,0.007765,0.039761,0.027191,0.049837
2002-03-08,-0.011809,0.041603,0.030177,0.053251
2002-03-15,-0.006526,-0.004791,0.00349,0.053333
2002-03-22,0.007081,-0.004443,0.012596,0.054033
2002-03-29,0.004828,0.007274,-0.000811,0.05406
2002-04-05,-0.00784,-0.011458,0.005906,0.052066
2002-04-12,0.000425,-0.017369,-0.004368,0.051567
2002-04-19,-0.012315,0.023186,0.029688,0.052007
2002-04-26,-0.010749,-0.01974,-0.017122,0.050577
2002-05-03,-0.012604,-0.00417,-0.012758,0.050564
2002-05-10,0.003169,-0.003987,-0.01346,0.051188
2002-05-17,-0.008337,0.019751,0.028298,0.052559
2002-05-24,-0.00177,-0.008142,-0.012,0.051461
2002-05-31,-0.008777,-0.016788,-0.034242,0.050446
2002-06-07,-0.007334,-0.034989,-0.009461,0.050651
2002-06-14,-0.002072,-0.04593,-0.001207,0.048008
2002-06-21,-0.023203,-0.020779,-0.037192,0.047636
2002-06-28,-0.019225,0.021085,-0.034573,0.048088
2002-07-05,0.014702,0.00286,0.038112,0.04862
2002-07-12,-0.016532,-0.062423,-0.004531,0.04574
2002-07-19,-0.017282,-0.045108,-0.024847,0.045184
2002-07-26,0.024505,-0.043059,-0.073231,0.043865
2002-08-02,0.000563,0.01357,0.001811,0.042947
2002-08-09,0.014437,0.046458,0.005389,0.042575
2002-08-16,-0.01377,-0.002858,0.020899,0.043269
2002-08-23,0.011713,0.022634,0.017444,0.042379
2002-08-30,-0.009169,-0.033964,-0.018146,0.041297
2002-09-06,-0.001309,-0.033377,-0.025111,0.040153
2002-09-13,0.011419,-0.013937,0.015057,0.039083
2002-09-20,-0.004905,-0.037167,-0.024969,0.037845
2002-09-27,0.0,0.008045,-0.028613,0.03663
2002-10-04,0.000651,-0.039091,-0.006928,0.036693
2002-10-11,-0.003253,0.013521,-0.040976,0.038035
2002-10-18,0.011841,0.056933,0.074618,0.041093
2002-10-25,-0.005529,-0.018362,0.002724,0.040973
2002-11-01,-0.01705,-0.000918,0.001954,0.040052
2002-11-08,-0.014894,-0.003234,0.027295,0.038426
2002-11-15,0.005167,0.013282,0.000899,0.040325
2002-11-22,0.010282,0.029355,0.012798,0.041834
2002-11-29,0.002733,0.011891,0.006017,0.042109
2002-12-06,-0.009867,-0.037811,0.002588,0.04089
2002-12-13,-0.013098,-0.031813,-0.012979,0.040711
2002-12-20,-0.005001,-0.004358,0.008084,0.039636
2002-12-27,-0.010149,-0.010681,-0.015646,0.038106
2003-01-03,0.000586,0.036842,0.003601,0.040193
2003-01-10,-0.012101,-0.006066,0.003542,0.041398
2003-01-17,-0.006717,-0.018345,0.0046,0.040174
2003-01-24,-0.013227,-0.039007,-0.021778,0.039365
2003-01-31,0.006954,-0.017248,-0.016592,0.039659
2003-02-07,-0.003403,-0.014193,-0.017558,0.039319
2003-02-14,0.00472,0.011582,-0.011136,0.039629
2003-02-21,0.0005,0.004566,0.020035,0.038925
2003-02-28,-0.003797,-0.020189,-0.018948,0.03692
2003-03-07,-0.016749,-0.04593,-0.023372,0.036444
2003-03-14,0.01989,0.023011,0.00894,0.037008
2003-03-21,0.019302,0.064996,0.028296,0.041076
2003-03-28,-0.019231,-0.029244,-0.0216,0.039029
2003-04-04,0.004902,0.018168,0.010128,0.039555
2003-04-11,-0.002688,-0.000612,0.005242,0.039745
2003-04-18,-0.008784,0.020315,0.030274,0.039586
2003-04-25,-0.009466,-0.007387,-0.040146,0.038904
2003-05-02,-0.016267,0.023065,0.031795,0.039267
2003-05-09,-0.018396,0.005864,0.0097,0.036819
2003-05-16,-0.009476,0.012138,0.017621,0.03421
2003-05-23,-0.010948,-0.014589,0.009951,0.033348
2003-05-30,0.002364,0.022668,0.034625,0.033728
2003-06-06,0.002252,0.0348,0.026719,0.03354
2003-06-13,-0.013479,0.004438,0.013225,0.031157
2003-06-20,0.019735,0.017524,0.01914,0.033673
2003-06-27,0.011803,-0.014111,-0.01363,0.035454
2003-07-04,-0.006306,0.003945,0.028657,0.036555
2003-07-11,0.013221,0.013541,0.009271,0.036293
2003-07-18,0.011065,-0.001068,-0.002031,0.040016
2003-07-25,-0.019616,0.00598,0.013654,0.041781
2003-08-01,0.017902,0.005138,0.014854,0.0439
2003-08-08,-0.003104,-0.006767,-0.01236,0.0427
2003-08-15,0.00301,0.034275,0.034925,0.0453
2003-08-22,0.022556,0.021173,0.032283,0.0448
2003-08-29,-0.007386,-0.009074,0.006013,0.0447
2003-09-05,-0.010296,0.025638,0.021967,0.0435
2003-09-12,-0.011124,-0.007867,-0.012347,0.0425
2003-09-19,-0.010936,0.013371,0.00523,0.0416
2003-09-26,-0.011479,-0.037137,-0.023023,0.04
2003-10-03,-0.006818,0.028277,0.027993,0.042002
2003-10-10,-0.018342,0.006896,0.044232,0.042553
2003-10-17,0.008413,0.013216,0.017217,0.043936
2003-10-24,-0.010944,-0.031717,-0.023995,0.042513
2003-10-31,0.015885,0.021647,0.020246,0.042966
2003-11-07,0.003127,0.017701,0.018478,0.044406
2003-11-14,-0.016986,-0.007446,-0.001345,0.042229
2003-11-21,-0.009186,-0.025086,-0.032509,0.041616
2003-11-28,-0.004305,0.018102,0.026033,0.043341
2003-12-05,-0.011861,0.01337,0.009255,0.042342
2003-12-12,-0.007292,-0.005277,0.015748,0.042418
2003-12-19,-0.004294,0.009154,0.014455,0.041356
2003-12-26,-0.005448,0.005654,0.008696,0.041528
2004-01-02,-0.008102,0.020771,0.034659,0.043739
2004-01-09,-0.020824,0.006219,0.033708,0.040843
2004-01-16,0.030784,0.010625,-0.006408,0.040286
2004-01-23,-0.013336,0.007418,0.017931,0.040895
2004-01-30,0.007394,-0.017166,-0.022152,0.041339
2004-02-06,-0.013532,-0.001871,0.003802,0.040811
2004-02-13,-0.005348,0.008923,0.030496,0.04053
2004-02-20,0.019635,0.015783,-0.001489,0.041057
2004-02-27,0.000802,0.001881,0.005432,0.039716
2004-03-05,0.009964,0.021294,0.019189,0.038549
2004-03-12,0.01066,-0.026234,-0.036396,0.037866
2004-03-19,-0.010772,-0.003896,0.013772,0.03773
2004-03-26,0.00828,0.005305,-0.01981,0.03837
2004-04-02,-0.004275,0.025201,0.036035,0.041454
2004-04-09,0.005762,0.00415,0.011802,0.041927
2004-04-16,0.010335,0.00159,-0.01378,0.043443
2004-04-23,0.012675,0.012413,-8.6e-05,0.044676
2004-04-30,-0.006588,-0.022938,-0.067509,0.045099
2004-05-07,0.007184,-0.008394,-0.011136,0.047751
2004-05-14,0.005816,-0.023427,-0.052277,0.047718
2004-05-21,-0.012765,0.007557,0.02422,0.047598
2004-05-28,-0.017018,0.01056,0.024107,0.046647
2004-06-04,-0.004609,0.003747,-0.02651,0.047736
2004-06-11,0.016603,0.013095,-0.005266,0.048015
2004-06-18,-0.010332,0.00093,-0.007897,0.047176
2004-06-25,-0.002245,0.00652,0.02945,0.046519
2004-07-02,-0.010239,-0.007448,-0.008546,0.044599
2004-07-09,-0.006252,-0.009208,-0.003437,0.044604
2004-07-16,-0.003203,-0.00933,-0.002916,0.043549
2004-07-23,0.024329,-0.009788,-0.005518,0.044323
2004-07-30,0.007842,0.014522,0.007103,0.044906
2004-08-06,-0.017786,-0.023203,-0.006962,0.042273
2004-08-13,-0.005206,-0.011674,0.008398,0.042321
2004-08-20,0.002503,0.014386,0.024395,0.042908
2004-08-27,0.018724,0.027405,0.018684,0.04192
2004-09-03,-0.00156,0.005248,0.006306,0.04289
2004-09-10,-0.013835,0.003015,0.014778,0.04189
2004-09-17,0.005883,0.007678,0.021576,0.04112
2004-09-24,-0.005736,-0.00932,-0.002528,0.04033
2004-10-01,-0.00871,0.017121,0.020944,0.04189
2004-10-08,-0.002054,0.01015,0.022172,0.04129
2004-10-15,-0.004117,-0.017727,-0.03054,0.04063
2004-10-22,-0.014008,-0.002053,-0.004742,0.03978
2004-10-29,-0.01118,0.002317,0.008211,0.04029
2004-11-05,-0.010599,0.026032,0.026042,0.04177
2004-11-12,-0.003809,0.008447,0.012404,0.04186
2004-11-19,-0.004541,-0.002138,0.003618,0.04205
2004-11-26,-0.018365,-0.002747,-0.001358,0.04234
2004-12-03,-0.009782,0.007392,0.012725,0.04256
2004-12-10,0.019388,-0.010076,-0.020824,0.04155
2004-12-17,-0.004724,0.00806,0.026622,0.04203
2004-12-24,-0.011441,0.01875,0.010703,0.04218
2004-12-31,-0.004556,0.004757,0.012626,0.04222
2005-01-07,0.034137,0.005123,-0.02121,0.04275
2005-01-14,-0.006578,-0.004427,0.010398,0.0422
2005-01-21,0.002408,-0.004553,-0.00347,0.04144
2005-01-28,0.002642,0.006177,0.013388,0.04146
2005-02-04,0.010901,0.019022,0.025667,0.04083
2005-02-11,0.002133,0.015274,0.011339,0.04092
2005-02-18,-0.01277,0.002993,0.014184,0.04264
2005-02-25,-0.009941,-0.002514,0.022516,0.0427
2005-03-04,-0.001452,0.012785,0.005827,0.04315
2005-03-11,-0.013569,-0.007517,-0.00285,0.04546
2005-03-18,0.00872,-0.00331,-0.024016,0.04511
2005-03-25,0.024352,-0.001425,-0.021205,0.04599
2005-04-01,0.003566,0.000938,0.012393,0.04451
2005-04-08,0.000474,0.013039,0.001627,0.04474
2005-04-15,0.001065,-0.024264,-0.030823,0.04247
2005-04-22,-0.012535,-0.010095,-0.007671,0.04251
2005-04-29,0.011138,-0.010092,-0.009412,0.042
2005-05-06,0.002132,0.023133,0.029762,0.04264
2005-05-13,0.01761,-0.005426,-0.014658,0.04121
2005-05-20,0.006156,0.013275,0.018546,0.04127
2005-05-27,-0.002424,0.009612,0.010116,0.04071
2005-06-03,0.018746,0.010258,0.014108,0.03981
2005-06-10,0.007383,0.007083,0.005286,0.04055
2005-06-17,-0.010824,0.012694,0.02032,0.04076
2005-06-24,0.011969,-0.000887,-0.001948,0.03925
2005-07-01,0.015206,0.012045,0.007678,0.04055
2005-07-08,0.001331,0.003991,0.003599,0.04099
2005-07-15,-0.005873,0.011807,0.024556,0.04171
2005-07-22,-0.000892,0.003895,0.017281,0.04222
2005-07-29,-0.003235,0.010034,0.013934,0.04282
2005-08-05,-0.014438,-0.002157,0.011402,0.04392
2005-08-12,-0.012264,0.018265,0.012796,0.0425
2005-08-19,0.018395,-0.000936,-0.015207,0.04211
2005-08-26,-0.008128,-0.011111,0.000466,0.04192
2005-09-02,-0.017756,0.01481,0.023406,0.04044
2005-09-09,0.006837,0.013725,0.01696,0.04124
2005-09-16,0.01335,0.012016,0.014322,0.04279
2005-09-23,0.013174,0.002434,0.002967,0.04251
2005-09-30,0.003475,0.026635,0.031295,0.04332
2005-10-07,-0.00391,-0.01997,-0.030545,0.04362
2005-10-14,0.002019,-0.005754,-0.025856,0.04481
2005-10-21,0.010744,-0.018983,-0.011986,0.04392
2005-10-28,-0.007973,0.006573,-0.004515,0.04569
2005-11-04,0.01864,0.042444,0.052065,0.04663
2005-11-11,0.00789,0.009251,0.010605,0.04579
2005-11-18,-0.000544,0.013271,0.019349,0.04496
2005-11-25,0.001197,0.006411,0.011287,0.04435
2005-12-02,-0.000978,0.014672,0.012383,0.04515
2005-12-09,-0.007613,1.4e-05,0.009351,0.04533
2005-12-16,-0.016986,0.001794,0.006473,0.04439
2005-12-23,0.012709,0.01813,0.019679,0.04376
2005-12-30,0.003633,0.002959,0.002194,0.04395
2006-01-06,-0.025447,0.020486,0.036168,0.04383
2006-01-13,0.00045,-0.001534,0.012771,0.04357
2006-01-20,0.000675,-0.016115,-0.002221,0.04355
2006-01-27,0.00416,0.0296,0.029163,0.04515
2006-02-03,0.006382,0.002245,-0.013214,0.04529
2006-02-10,0.007342,-0.004521,0.001654,0.0459
2006-02-17,0.000994,0.003061,0.007094,0.04539
2006-02-24,-0.000331,0.015071,0.012509,0.04577
2006-03-03,-0.010484,-0.009502,-0.001392,0.04684
2006-03-10,0.013272,0.011979,-0.032092,0.04763
2006-03-17,-0.021244,0.01414,0.032575,0.04676
2006-03-24,0.012933,0.010599,-0.002433,0.04675
2006-03-31,-0.003775,0.005086,0.014222,0.04853
2006-04-07,-0.001114,0.013137,0.029113,0.04986
2006-04-14,-0.000112,-0.011065,-0.002789,0.05053
2006-04-21,-0.017518,0.019083,0.033441,0.05016
2006-04-28,-0.022033,-0.014618,-0.007317,0.05057
2006-05-05,-0.011497,0.013229,0.029095,0.05106
2006-05-12,-0.013628,-0.023315,-0.009196,0.052
2006-05-19,0.010958,-0.039714,-0.063986,0.05064
2006-05-26,0.004477,0.007752,-0.015673,0.05056
2006-06-02,-0.014192,-0.004752,-0.00051,0.04994
2006-06-09,0.019869,-0.038094,-0.074196,0.04977
2006-06-16,0.002333,-0.0036,0.004332,0.05135
2006-06-23,0.010475,0.016536,0.002148,0.05228
2006-06-30,-0.018429,0.027315,0.054318,0.05145
2006-07-07,-0.002816,0.001004,0.003254,0.05132
2006-07-14,0.013062,-0.031924,-0.030258,0.05067
2006-07-21,-0.001859,0.003723,0.004501,0.05049
2006-07-28,-0.005702,0.036533,0.033943,0.04994
2006-08-04,-0.010183,-0.000174,0.010898,0.04899
2006-08-11,0.011233,-0.00571,0.00407,0.04975
2006-08-18,-0.005028,0.02919,0.013298,0.04847
2006-08-25,0.003408,-0.005008,-0.006481,0.04785
2006-09-01,-0.005153,0.012748,0.01524,0.047236
2006-09-08,0.011891,-0.009972,-0.007409,0.047768
2006-09-15,0.000465,0.00283,0.000841,0.047965
2006-09-22,-0.009187,-0.006821,-0.003493,0.045907
2006-09-29,0.009038,0.02528,0.016992,0.046335
2006-10-06,0.005467,0.011456,0.007499,0.046962
2006-10-13,0.007867,0.014634,0.020142,0.048017
2006-10-20,-0.009757,0.003607,0.004523,0.047915
2006-10-27,-0.00823,0.004243,0.004342,0.046774
2006-11-03,0.001753,-0.004765,0.011931,0.04723
2006-11-10,-0.0077,0.005455,0.016618,0.045935
2006-11-17,0.003762,0.001034,0.005112,0.046052
2006-11-24,-0.019445,-0.009017,0.018868,0.045598
2006-12-01,-0.014694,-0.006207,0.010584,0.044385
2006-12-08,0.010306,0.01767,0.004862,0.045496
2006-12-15,0.00876,0.025117,0.007424,0.045988
2006-12-22,-0.001428,-0.003272,0.003796,0.046284
2006-12-29,-0.002621,0.009278,0.022038,0.047002
2007-01-05,0.01087,-0.000436,-0.014601,0.046482
2007-01-12,0.004726,0.008406,-0.008037,0.047831
2007-01-19,-0.001999,0.008283,0.010608,0.047833
2007-01-26,0.004949,0.000298,0.010658,0.048774
2007-02-02,-0.003752,0.015479,0.016214,0.048265
2007-02-09,-0.001059,0.007178,0.003069,0.047857
2007-02-16,-0.009191,0.007715,0.013302,0.046961
2007-02-23,-0.000238,0.005455,0.002645,0.046723
2007-03-02,-0.003925,-0.049975,-0.059639,0.045028
2007-03-09,0.005971,0.017094,0.0127,0.04591
2007-03-16,-0.01199,-0.020779,-0.005655,0.045494
2007-03-23,0.000601,0.041768,0.038504,0.046165
2007-03-30,-0.004203,-0.004166,0.006475,0.046483
2007-04-06,0.000724,0.014694,0.017959,0.047566
2007-04-13,-0.010375,0.005603,0.018205,0.047648
2007-04-20,-0.005918,0.012044,0.007045,0.046743
2007-04-27,-0.001396,-0.004536,-0.004156,0.046985
2007-05-04,0.0026,0.016622,0.017755,0.046442
2007-05-11,0.004588,-0.002219,-0.003757,0.046757
2007-05-18,0.000986,0.00798,0.014892,0.048062
2007-05-25,0.00163,0.000216,-0.002379,0.048654
2007-06-01,-0.000109,0.020245,0.023666,0.049557
2007-06-08,0.004482,-0.027155,-0.012211,0.051074
2007-06-15,0.001935,0.027922,0.035075,0.05169
2007-06-22,-0.006216,-0.010967,0.014005,0.051363
2007-06-29,-0.005052,0.000927,-0.005469,0.050265
2007-07-06,-0.005554,0.010403,0.039684,0.051866
2007-07-13,-0.010913,0.004626,0.031953,0.05097
2007-07-20,-0.003574,-0.012865,0.002662,0.049518
2007-07-27,0.008195,-0.048881,-0.045275,0.047631
2007-08-03,-0.0095,-0.004592,-0.007023,0.046781
2007-08-10,0.006261,-0.022336,-0.024952,0.048116
2007-08-17,0.009259,-0.029589,-0.068419,0.046886
2007-08-24,-0.009321,0.043657,0.076346,0.046136
2007-08-31,0.001537,0.015393,0.041897,0.045272
2007-09-07,-0.010298,-0.02324,0.002417,0.043854
2007-09-14,-0.004277,0.008957,0.009658,0.044564
2007-09-21,-0.012811,0.022501,0.038078,0.046282
2007-09-28,-0.011171,0.014789,0.031746,0.045944
2007-10-05,0.007579,0.019833,0.029885,0.046416
2007-10-12,-0.001073,0.011524,0.022437,0.046872
2007-10-19,-0.010444,-0.026264,-0.009643,0.043973
2007-10-26,-0.004909,0.006429,0.029253,0.044026
2007-11-02,-0.008958,-0.006515,-0.002499,0.043184
2007-11-09,-0.012275,-0.036755,-0.024305,0.042095
2007-11-16,0.005663,-0.010104,-0.020948,0.041747
2007-11-23,-0.010207,-0.014175,-0.040096,0.040065
2007-11-30,0.014576,0.040545,0.041567,0.039492
2007-12-07,0.001852,0.012964,0.029475,0.041087
2007-12-14,0.015048,-0.022109,-0.039213,0.042418
2007-12-21,0.00368,-0.008067,-0.001969,0.041718
2007-12-28,-0.019338,0.005973,0.018449,0.04077
2008-01-04,-0.005576,-0.029888,-0.016289,0.038746
2008-01-11,0.002441,-0.024283,-0.013245,0.03791
2008-01-18,0.00533,-0.044606,-0.057026,0.036371
2008-01-25,-0.005368,-0.01148,-0.022575,0.035568
2008-02-01,-0.00695,0.012271,0.00542,0.035963
2008-02-08,0.016237,-0.04016,-0.015255,0.036503
2008-02-15,-0.007421,0.013178,0.030629,0.037647
2008-02-22,-0.007635,0.003619,0.011575,0.038054
2008-02-29,-0.023914,0.001495,0.007687,0.035186
2008-03-07,-0.00932,-0.041345,-0.039112,0.035411
2008-03-14,-0.01876,-0.015963,-0.017336,0.03466
2008-03-21,0.015211,-0.012431,-0.034894,0.03341
2008-03-28,-0.014695,0.039016,0.057846,0.034414
2008-04-04,0.004785,0.040824,0.021794,0.034695
2008-04-11,-0.002957,-0.016527,0.01084,0.034788
2008-04-18,0.002841,0.024401,0.01418,0.037081
2008-04-25,0.010804,0.013305,0.011586,0.038722
2008-05-02,0.009754,0.024237,0.017311,0.038591
2008-05-09,-0.006122,-0.010862,-0.002113,0.037786
2008-05-16,-0.00282,0.025371,0.037363,0.038541
2008-05-23,-0.013124,-0.025847,-0.023152,0.038501
2008-05-30,0.013785,0.0089,-0.003894,0.040673
2008-06-06,-0.00671,-0.019685,-0.020253,0.039284
2008-06-13,0.024257,-0.025609,-0.04388,0.042605
2008-06-20,-0.015051,-0.026009,-0.017198,0.04168
2008-06-27,-0.009174,-0.025444,-0.020972,0.03969
2008-07-04,0.005127,-0.024178,-0.05088,0.039866
2008-07-11,-0.008731,-0.022056,0.004731,0.039731
2008-07-18,0.00129,0.013972,-0.020785,0.040887
2008-07-25,0.009295,0.012401,0.000882,0.041029
2008-08-01,0.007741,-0.009172,0.004055,0.039424
2008-08-08,0.032973,0.019104,-0.021127,0.039352
2008-08-15,0.017602,-0.005513,-0.007112,0.038443
2008-08-22,-0.004859,-0.011865,-0.017979,0.038742
2008-08-29,0.0075,0.023867,0.009597,0.038247
2008-09-05,0.020044,-0.0592,-0.062088,0.036986
2008-09-12,0.000431,0.019743,-0.015214,0.037224
2008-09-19,-0.016285,-0.016024,-0.004531,0.038162
2008-09-26,-0.009359,-0.025469,-0.021825,0.038577
2008-10-03,0.043663,-0.041335,-0.070327,0.036031
2008-10-10,0.033419,-0.2052,-0.158358,0.038762
2008-10-17,-0.007036,0.042574,-0.037778,0.039376
2008-10-24,0.048864,-0.073515,-0.129363,0.036818
2008-10-31,-0.009336,0.096672,0.154952,0.039703
2008-11-07,0.0032,0.004684,-0.003996,0.037929
2008-11-14,0.005331,-0.046655,-0.041236,0.037311
2008-11-21,0.021143,-0.095928,-0.087536,0.032225
2008-11-28,-0.018982,0.100855,0.101887,0.0292
2008-12-05,0.006981,-0.063592,-0.032769,0.027003
2008-12-12,-0.039141,0.049845,0.074424,0.025756
2008-12-19,-0.031549,0.011735,0.032882,0.021312
2008-12-26,-0.001234,-0.010151,-0.045007,0.021367
2009-01-02,0.006558,0.049404,0.05183,0.023605
2009-01-09,0.012049,-0.005738,-0.0095,0.023934
2009-01-16,0.018937,-0.062936,-0.047061,0.023422
2009-01-23,0.018288,-0.045247,-0.043066,0.026155
2009-01-30,0.002945,0.032655,0.04297,0.028509
2009-02-06,-0.006384,0.019878,0.044377,0.029882
2009-02-13,0.009486,-0.025695,0.000986,0.028949
2009-02-20,0.005784,-0.064583,-0.066526,0.027915
2009-02-27,0.018165,-0.005665,-0.004268,0.030205
2009-03-06,0.004378,-0.069626,-0.013984,0.028735
2009-03-13,-0.014692,0.05555,0.058624,0.028957
2009-03-20,-0.040607,0.036215,0.022661,0.026326
2009-03-27,0.017131,0.044549,0.06673,0.027625
2009-04-03,-0.011346,0.032308,0.028637,0.02895
2009-04-10,0.016169,0.009816,0.019519,0.029281
2009-04-17,0.004197,0.029407,0.019586,0.029507
2009-04-24,-0.013738,-0.002949,0.007044,0.029978
2009-05-01,-0.002054,0.022027,0.011465,0.031571
2009-05-08,-0.024816,0.054692,0.07485,0.032893
2009-05-15,0.006113,-0.0286,-0.020861,0.031341
2009-05-22,-0.035058,0.012546,0.03727,0.034495
2009-05-29,-0.010082,0.013551,0.030304,0.034613
2009-06-05,0.018111,0.017824,0.016858,0.038398
