Dates,.DJUSBMT,.DJUSNCT,.DJUSCYT,.DJUSHCT,.DJUSINT,.DJUSENT,.DJUSTCT,.DJUSTLT,.DJUSUTT,.DJUSFNT
5/3/2020,652.31,1241.72,1488.08,1675.2,1213.68,725.57,2992.58,528.54,1090.39,1198.43
6/3/2020,633.58,1224.01,1474.86,1664.23,1198.14,683.34,2927.42,525.6,1083.09,1166.88
9/3/2020,566.89,1148.3,1386.54,1575.48,1093.18,542.57,2712.56,501.55,1021.79,1052.25
10/3/2020,590.69,1190.6,1452.85,1630.55,1150.71,570.28,2876.14,514.5,1033.24,1111.47
11/3/2020,562.78,1132.49,1376.92,1564.2,1083.21,539.06,2737.79,498.77,979.7,1048.97
12/3/2020,508.45,1019.36,1241.59,1448.14,979.18,473.86,2469.36,457.81,879.04,941.37
13/3/2020,546.09,1090.93,1335.06,1548.53,1057.98,516.64,2748.17,495.42,928.99,1049.84
16/3/2020,487.05,986.46,1187.51,1389.71,926.12,447.03,2374.88,460.44,822.01,896.07
17/3/2020,519.49,1049.53,1238.5,1473.65,969.69,449.1,2530.3,488.39,928.91,943.22
18/3/2020,481.29,991.1,1182.95,1423.23,898.94,385.54,2427.71,480.54,884.3,859.65
19/3/2020,489.31,981.98,1218.96,1403.68,911.56,411.99,2471.18,467.67,842.05,875.62
20/3/2020,474.34,925.48,1176.62,1348.27,865.86,416.31,2376.75,439.12,772.66,840.74
23/3/2020,453.69,898.67,1189.88,1285.91,829.9,388.08,2370.47,421.61,731.25,790.57
24/3/2020,508.25,971.2,1274.4,1383.7,930.06,450.3,2587.69,431.01,810.31,885.5
25/3/2020,521.17,990.2,1274.04,1403,966.89,469.86,2555.1,433.07,832.6,919.19
26/3/2020,544.63,1047.06,1331.9,1499.75,1031.32,498.42,2713.95,465.25,902.49,978.68
27/3/2020,520.66,1031.55,1283.02,1464.75,985.14,464.29,2597.8,455.65,906.64,951.03
30/3/2020,536.96,1065.24,1313.59,1531.31,1008.48,468.54,2708.14,466.96,940.37,970.76
31/3/2020,529.93,1045.33,1294.86,1524.61,993.22,476.61,2676.22,455.45,903.6,942.13
1/4/2020,505.08,1010.48,1247.85,1465.1,945.61,454.03,2552.24,444.71,848.56,885.37
2/4/2020,512.91,1032.38,1259.65,1507.81,959.13,494.76,2596.95,458.82,875.24,903.78
3/4/2020,503.94,1034.26,1240.12,1492.05,939.72,488.14,2552.74,446.6,844.41,884.26
6/4/2020,542.04,1084.52,1327.07,1573.3,1013.76,513.54,2763.43,470.27,910.5,955.57
7/4/2020,556.44,1082.86,1336.92,1557.13,1011.78,523.92,2745.43,476.05,899.46,962.35
8/4/2020,583.66,1108.17,1366.31,1622.2,1052.05,559.36,2818.33,481.94,947.18,1010.53
9/4/2020,611.3,1125.61,1384.65,1632.94,1069.59,554.62,2820.5,488.64,991.56,1056.85
10/4/2020,611.3,1125.61,1384.65,1632.94,1069.59,554.62,2820.5,488.64,991.56,1056.85
13/4/2020,598.22,1114.51,1398.86,1617.86,1040.64,552.82,2837.02,481.78,958.63,1017.78
14/4/2020,604.48,1160.2,1454.4,1671.78,1061.04,550.81,2959.14,495.8,986.17,1030.32
15/4/2020,574.05,1139.32,1435.17,1663.28,1028.42,525.57,2915.63,482.84,951.95,984.89
16/4/2020,574.18,1145.05,1458.25,1700.94,1022.59,504.68,2954.71,487.13,952.55,968.34
17/4/2020,595.67,1171.11,1482.13,1738.7,1070.03,556.58,2984.3,498.35,984.08,1015.87
20/4/2020,582.58,1146.08,1464.78,1728.52,1044.4,539.23,2943.25,494.84,945.71,989.88
21/4/2020,569.32,1114.06,1428.89,1674.26,1013.55,530.52,2819.65,480.43,931.75,962.13
22/4/2020,583.11,1128.97,1449.07,1701.46,1034.39,548.89,2931.79,483.42,958.32,976.58
23/4/2020,590.11,1121.68,1454.13,1711.31,1040.44,565.78,2920.38,482.17,942.37,972.36
24/4/2020,599.77,1137.63,1473.59,1737.33,1053.08,567.43,2976.35,485.24,948.63,982.85
27/4/2020,616.12,1157.03,1493.32,1760.77,1081.65,579.38,2991.45,490.79,959.72,1017.93
28/4/2020,625.8,1163.54,1486.04,1721.64,1095.62,592.15,2935.51,490.58,963.85,1026.35
29/4/2020,643.02,1172.25,1521.43,1736.53,1126.87,636.34,3071.78,497.96,956.82,1060.05
30/4/2020,622.48,1153.01,1515.47,1727.11,1103.21,623.38,3078.07,487.68,933.06,1035.01
1/5/2020,607.94,1127.13,1462.16,1692.56,1072.05,585.85,2990.84,480.3,909.82,1001.89
4/5/2020,610.48,1130.46,1469.75,1697.3,1065.02,607.31,3034.84,476.69,916.09,996.34
5/5/2020,616.32,1135.78,1470.23,1733.95,1074.46,607.87,3079.23,478.87,924.5,998.67
6/5/2020,605.94,1128.13,1471.06,1720.48,1065.72,591.8,3101.28,467.52,892.12,979.62
7/5/2020,620.88,1129.4,1491.05,1722.21,1087.39,606.56,3144.78,471.35,897.1,1000.59
8/5/2020,637.1,1163.83,1515.32,1732.54,1108.59,633.58,3193.14,484.9,916.67,1022.79
11/5/2020,626.64,1157.43,1516.2,1764.97,1095.79,622.97,3225.28,478.79,911.13,1006.01
12/5/2020,614.35,1141.63,1483.1,1738.02,1066.51,611.57,3159.92,470.58,901.71,973.61
13/5/2020,599.84,1123.79,1466.19,1718.34,1041.18,584.61,3100.68,461.6,892.7,946.71
14/5/2020,607.4,1127.37,1483.02,1735.47,1052.59,590.32,3133.52,466.16,902.11,967.04
15/5/2020,613.55,1136.02,1501.11,1751.6,1054.77,589.25,3152.19,464.34,890.84,963.55
18/5/2020,644.93,1166.57,1549.52,1769.56,1114.16,636.45,3212.52,478.51,929.79,1015.56
19/5/2020,639.88,1151.32,1543.69,1747.41,1100.53,618.47,3208.11,468.26,913.53,995.42
20/5/2020,651.69,1167.06,1565.57,1751.73,1122.4,642.32,3286.5,472.17,919.3,1016.47
21/5/2020,644.69,1161.26,1558.16,1737.56,1120.23,632.98,3253.6,470.91,910.5,1011.93
22/5/2020,642.7,1165.62,1554.62,1742.88,1122.14,629.44,3276.07,472.81,920.24,1013.7
25/5/2020,642.7,1165.62,1554.62,1742.88,1122.14,629.44,3276.07,472.81,920.24,1013.7
26/5/2020,658.2,1179.07,1569.69,1737.2,1159.48,647.82,3264.06,480.36,928.17,1057.68
27/5/2020,664.78,1204.48,1588.78,1753.11,1190.56,654.73,3276.65,491.84,938.41,1091.09
28/5/2020,669.55,1201.57,1574.14,1774.12,1184.35,636.18,3264.1,489.22,965.09,1081.46
29/5/2020,670.38,1205.59,1586.4,1796.82,1182.09,634.48,3307.45,494.86,972.19,1070.48
1/6/2020,675.9,1222.04,1600.73,1779.92,1186.44,645.42,3320.38,488.78,982.38,1083.97
2/6/2020,687.94,1227.09,1609.81,1790.33,1202.1,663.39,3346.66,492,988.24,1092.73
3/6/2020,703.55,1239.94,1630.6,1785.45,1238.95,683.96,3366.72,497.81,1001.5,1128.61
4/6/2020,708.03,1231.63,1627.12,1768.67,1240.3,684.01,3333.84,501.07,982.98,1138.83
5/6/2020,725.5,1257.76,1654.66,1796.47,1285.18,735.95,3407.38,510.53,997.39,1181.51
8/6/2020,729.52,1278.8,1681.96,1808.72,1300.35,769.76,3430.95,516.69,1023.89,1202.64
9/6/2020,722.35,1262.18,1673.18,1789.57,1273.97,740.58,3455.09,510.81,1002.48,1181.64
10/6/2020,714.37,1264.97,1661.2,1788.93,1252.89,703.69,3506.78,509.02,995.87,1146.11
11/6/2020,656.06,1201.95,1583.82,1689.46,1168.88,637.47,3313.68,486.32,954.04,1060.48
12/6/2020,669.46,1207.53,1594.32,1702.53,1188.73,654.97,3354.6,489.63,953.05,1092.43
15/6/2020,674.28,1228.91,1608.3,1708.4,1201.02,656.59,3393.44,489,959.12,1104.37
16/6/2020,687.69,1246.55,1637.39,1747.69,1226.24,675.07,3462.17,493.51,964.29,1122.31
17/6/2020,681.73,1245.01,1636.94,1746.95,1219.97,652.65,3466.52,488.51,960.05,1108.41
18/6/2020,680.25,1250.71,1637.37,1743.11,1218.26,660.6,3477.78,491.54,959.71,1105.68
19/6/2020,677.55,1238.63,1630.18,1761.87,1204.1,649.73,3466.83,488.47,930.64,1095.31
22/6/2020,682.06,1237.82,1643.13,1757.01,1210.8,653.43,3526.5,484.89,942.38,1094.23
23/6/2020,683.64,1239.91,1655.74,1764.05,1213.44,653.55,3549.94,483.14,932.41,1097.29
24/6/2020,661.81,1212.43,1620.2,1717.77,1171.51,617.22,3473.55,473.54,923.68,1059.59
25/6/2020,672.99,1223.55,1624.62,1736.72,1188.07,629.07,3511.1,477.8,913.45,1083.42
26/6/2020,663.39,1194.28,1589.47,1714.73,1168.44,606.26,3416.76,466.22,903.81,1044.23
29/6/2020,676.94,1220.79,1612.04,1727.47,1196.63,615.58,3460.35,478.42,921.64,1058.69
30/6/2020,686.81,1238.89,1632.54,1759.03,1209.53,629.41,3529.06,481.34,925.94,1073.98
1/7/2020,686.06,1240.79,1664.74,1772.01,1207.15,613.88,3550.28,478.38,946.01,1072.8
2/7/2020,698.18,1254.31,1663.55,1784.77,1215.77,621.21,3567.24,480,948.43,1073.6
3/7/2020,698.18,1254.31,1663.55,1784.77,1215.77,621.21,3567.24,480,948.43,1073.6
6/7/2020,708.19,1277.13,1709.51,1803.35,1230.74,624.2,3639.41,484.99,937.29,1087.79
7/7/2020,708.72,1276.16,1690.89,1789.94,1211.23,605.3,3609.75,482.48,933.28,1065.23
8/7/2020,699.48,1278.14,1709.48,1792.19,1214.34,605.1,3673.05,485.23,940.87,1072.68
9/7/2020,692.83,1263.99,1721.4,1779.4,1194.53,576.13,3699.38,478.98,927.88,1053.26
10/7/2020,706.18,1298.69,1749.53,1774.62,1203.91,594.31,3704.11,485.76,945.81,1077.7
13/7/2020,706.25,1288.82,1718.12,1779.89,1199.38,590.58,3615.35,481.65,946.55,1073.87
14/7/2020,725.11,1309.88,1731.43,1816.04,1223.31,611.85,3650.15,487.5,955.41,1084.19
15/7/2020,739.46,1321.22,1746.52,1842.86,1250.47,624.23,3657.73,486.05,951.92,1104.79
16/7/2020,740.21,1319.92,1741.67,1838.78,1249.09,621.15,3624.6,491.32,963.58,1099.22
17/7/2020,746.49,1322.89,1727.71,1865.46,1259.45,612.07,3636.95,492.93,984.93,1097.65
20/7/2020,738.08,1325.13,1764.84,1865.79,1254.19,601.57,3739.6,488.85,970.71,1094.47
21/7/2020,744.87,1330.59,1762.76,1861.89,1264.26,638.6,3699.48,491.21,976.33,1107.82
22/7/2020,753.67,1344.16,1767.06,1876.69,1275.87,630.11,3719.25,489.79,991.31,1113.35
23/7/2020,752.33,1341.42,1736.93,1867.2,1270.4,629.45,3611.99,488.19,992.45,1112.45
24/7/2020,750.13,1332.89,1741.93,1845.49,1259.93,625.58,3571.48,490.1,985.63,1106.34
27/7/2020,762.54,1352.87,1753.71,1860.08,1270.62,626.25,3630.76,488.67,972.9,1103.93
28/7/2020,744.21,1346.36,1737.06,1856.07,1258.67,615.44,3580.76,493.22,988.15,1105.53
29/7/2020,752.06,1355.9,1752.45,1873.66,1280.5,628.61,3638.29,492.93,992.98,1127.36
30/7/2020,735.75,1352.56,1753.43,1864.61,1273.41,604.2,3663.03,492.17,992.09,1111.29
31/7/2020,738.28,1346.11,1770.75,1852.71,1270.67,600.92,3753.89,494.04,993.52,1109.31
3/8/2020,734.25,1351.74,1768.23,1873.31,1279.74,603.53,3834.62,493.1,982.63,1108.6
4/8/2020,742.07,1362.98,1790.01,1864.68,1282.35,618.69,3836.06,499.29,992.79,1109.62
5/8/2020,756.06,1368.51,1807.78,1873.81,1303.22,625.6,3842.19,496.42,980.76,1123.98
6/8/2020,751.59,1367.28,1823.87,1863.46,1308.03,621.13,3907.03,497.61,986.85,1124.5
7/8/2020,753.91,1369.18,1816.08,1869.01,1320.8,622.69,3854.1,505.97,1005.68,1142.63
10/8/2020,762.49,1376.84,1822.16,1860.48,1335.92,641.97,3840.21,509.61,1005.42,1147.22
11/8/2020,760.09,1367.47,1809.05,1846.45,1339.34,639.43,3764.62,506.3,984.41,1153.98
12/8/2020,765.08,1397.35,1834.81,1877.21,1346.36,646.52,3852.92,507.48,998.75,1154.48
13/8/2020,764.58,1401.96,1834.61,1875.45,1344.32,634.01,3862.11,505.42,995.53,1145.96
14/8/2020,765.73,1402.24,1835.32,1870.78,1345.85,640.44,3855.85,507.31,987.76,1147.9
17/8/2020,769.08,1423.41,1849.06,1884.09,1347.22,636.85,3878.43,506.89,985.99,1140.94
18/8/2020,766.9,1432.3,1869.34,1882.46,1339.15,627.91,3907.28,507.61,981.75,1134.5
19/8/2020,764.1,1424.47,1854.75,1872.05,1334.02,620.95,3897.35,506.21,978.91,1130.55
20/8/2020,761.58,1433.59,1857.89,1867.51,1329.86,607.57,3959.26,505.54,969.91,1128.22
21/8/2020,755.24,1439.91,1859.72,1868.61,1331.77,603.27,3998.28,505.51,970.72,1126.37
24/8/2020,770.67,1453.61,1881.27,1858.19,1350.74,620.15,4028.79,510.33,980.3,1147.96
25/8/2020,768.04,1451.78,1888.02,1871.86,1352.81,611.97,4058.34,508.91,970.98,1151.49
26/8/2020,775.01,1463.83,1922.45,1869.49,1355.89,598.03,4172.16,510.15,958.44,1146.57
27/8/2020,772.42,1470.94,1918.67,1883.6,1359.72,599.96,4150.23,508.91,962.46,1164.33
28/8/2020,782.61,1478.98,1930.69,1887.28,1371.42,610.77,4183.89,509.74,965.52,1172.74
31/8/2020,770.27,1495.31,1928.29,1895.09,1358.29,597.09,4203.38,508.4,968.24,1157.8
1/9/2020,791.02,1486.53,1954.08,1876.98,1373.55,592.72,4290.61,505.72,956.93,1160.06
2/9/2020,808.18,1499.91,1975.39,1914.28,1396.94,589.7,4342.17,513.91,985.7,1177.91
3/9/2020,784.36,1454.12,1913.09,1860.07,1354.53,584.97,4083.97,511.16,974.75,1156.88
4/9/2020,785.64,1454.63,1889.26,1845.69,1346.34,583.05,4017.82,509.13,969.08,1157.86
7/9/2020,785.64,1454.63,1889.26,1845.69,1346.34,583.05,4017.82,509.13,969.08,1157.86
8/9/2020,769.51,1399.36,1852.12,1814.64,1316.51,560.56,3831.12,506.09,962.28,1130.88
9/9/2020,789.58,1431.67,1884.35,1847.32,1342.19,563.95,3945.81,506.39,974.13,1144
10/9/2020,779.25,1421.6,1851.47,1818.87,1323.11,543.47,3861.67,500.33,956.46,1127.61
11/9/2020,788.96,1432.54,1842.37,1825.52,1332.97,544.7,3833.86,501.88,959.21,1130.58
14/9/2020,798.54,1464.04,1854.99,1859.71,1353.35,548.73,3893.84,505.25,971.68,1150.5
15/9/2020,800.77,1475.59,1877.3,1863.67,1358.12,544.44,3942.22,508.25,977.78,1143.91
16/9/2020,799.92,1466.81,1865.36,1860.05,1365.39,566.63,3871.52,506.96,976.84,1153.39
17/9/2020,807.02,1449.3,1835.98,1854.68,1366.14,567.01,3824.46,505.6,968.98,1141.07
18/9/2020,793.25,1445.31,1813.49,1853.91,1351.89,560.46,3761.52,503,952.1,1131.37
21/9/2020,763.63,1433.51,1798.46,1820.11,1317.99,542.49,3792.8,497.88,946.16,1102.4
22/9/2020,763.88,1435.19,1843.18,1818.44,1333.36,537.18,3862.32,498.92,952.62,1102.54
23/9/2020,741.17,1405.53,1793.96,1798.62,1306.26,513.15,3744.51,488.95,936.99,1075.72
24/9/2020,746.7,1413.02,1795.57,1788.53,1305.28,513.78,3765.45,492.11,948.14,1078.58
25/9/2020,748.33,1428.53,1823.75,1820.3,1325.85,513.64,3858.45,493.74,963.09,1092.43
28/9/2020,761.9,1450.92,1860.87,1835.2,1351.12,525.71,3922.3,497.21,964.95,1116.37
29/9/2020,755.67,1442.01,1846.97,1835.3,1345.87,511.8,3917.93,495.77,964.19,1105.86
30/9/2020,763.27,1459.05,1859.05,1864.55,1345.73,510.03,3947.44,498.69,973.14,1115.58
1/10/2020,752.95,1476.83,1889.05,1858.67,1344.41,494.69,3999.41,499.16,982.56,1125.17
2/10/2020,760.18,1458.37,1865.39,1840.99,1350.53,499.98,3899.93,498.32,994.04,1133.49
5/10/2020,775.02,1475.86,1893.82,1881.7,1374.59,515.22,3990.39,500.71,1005.98,1149.66
6/10/2020,764.96,1459.82,1855.58,1858.36,1359.69,507.37,3928.96,498.87,1014.7,1138.23
7/10/2020,785.12,1484.74,1896.81,1895.68,1386.52,514.99,3996.48,501.09,1020.96,1153.11
8/10/2020,792.09,1493.18,1905.61,1904.98,1399.37,534.35,4021.34,504.91,1039.61,1169.02
9/10/2020,798.74,1506.62,1927.17,1921.57,1408.55,526.21,4083.81,504.46,1038.97,1170.97
12/10/2020,796.74,1523.48,1961.55,1933.78,1418.17,528.05,4208.13,505.64,1045.7,1180.9
13/10/2020,789.58,1523.48,1968.31,1922.81,1407.72,520.37,4196.33,503.07,1038.1,1160.76
14/10/2020,793.85,1524.01,1940.3,1909.85,1408.88,522.02,4171.81,494.69,1036.66,1148.62
15/10/2020,791.08,1521.94,1940.07,1896.48,1413.67,528.46,4152.82,492.55,1036.76,1154.32
16/10/2020,794.56,1516.19,1925.98,1913.32,1421.27,516.86,4143.54,491.07,1047.21,1153.61
19/10/2020,784.13,1495.84,1896.62,1882.72,1401.31,506.33,4073.24,483.65,1038.48,1135.1
20/10/2020,788.23,1492.74,1904.58,1883.72,1408.93,512.59,4088.82,482.79,1044.53,1143.41
21/10/2020,783.16,1492.52,1892.17,1872.79,1404.3,502.41,4091.5,480.11,1042.94,1140.78
22/10/2020,788.95,1495.55,1897.16,1901.61,1408.48,522.96,4083.24,492.88,1057.75,1153.88
23/10/2020,791.52,1498.89,1909.82,1908.46,1414.08,520.47,4098.64,492.65,1060.84,1157.67
26/10/2020,771.43,1479,1878.26,1887.91,1376.78,502.41,4012.31,488.63,1059.43,1133.03
27/10/2020,762.01,1476.25,1883.21,1878.26,1356.12,496.02,4046.44,484.28,1057.49,1113.25
28/10/2020,737.1,1430.69,1825.18,1818.17,1315.56,476.25,3872.24,475.29,1025.84,1080.72
29/10/2020,753.1,1434.34,1848.34,1807.48,1331.02,490.28,3955.35,478.76,1028.49,1091.96
30/10/2020,751.88,1413.27,1802.9,1801.76,1323.47,491.86,3859.58,481.55,1019.62,1089.86
2/11/2020,778.4,1438.6,1806.83,1830.29,1356.55,509.1,3860.65,487.12,1042.06,1111.63
3/11/2020,789.02,1468.59,1844.88,1857.86,1389.2,505.7,3930.91,488.57,1057.73,1134.66
4/11/2020,776.45,1474.97,1897.87,1939.91,1389.01,505.85,4113.12,486.29,1041.56,1131.31
5/11/2020,812.03,1496.75,1939.23,1946.41,1421.75,506.61,4234.02,494.04,1050.96,1153.82
6/11/2020,814,1490,1940.96,1946.32,1427.6,496.39,4250.7,498.65,1048.47,1145.84
9/11/2020,840.35,1478.3,1930.89,1955.85,1456.34,563.79,4157.33,509.53,1070.59,1224
10/11/2020,846.48,1498.22,1918.74,1960.24,1475.23,580.4,4065.84,517.86,1088.32,1232.13
11/11/2020,831.05,1511.3,1939.63,1961.09,1474.07,576.51,4169.12,518.58,1091.53,1227.95
12/11/2020,813.52,1499.62,1922.47,1955.07,1454.85,556.88,4146.03,516.65,1073.39,1209.18
13/11/2020,829.08,1517.71,1948.43,1979.75,1481.85,577.7,4175.6,521.83,1085.8,1231.21
16/11/2020,844.63,1532.03,1971.33,1975.35,1515.83,613.86,4208.47,521.8,1097.06,1253.25
17/11/2020,840.92,1545.15,1964.47,1962.74,1513.5,620.19,4189.99,521.85,1076.75,1251.11
18/11/2020,833.22,1548.9,1950.35,1927.95,1503.02,603.24,4148.27,516.59,1057.15,1237.06
19/11/2020,837.13,1557.6,1961.35,1927.43,1511.8,613.08,4193.01,514.54,1046.75,1239.34
20/11/2020,836.62,1550.74,1951.66,1926.03,1502.02,609.78,4159.59,514.41,1047.66,1227.48
23/11/2020,846.48,1570.06,1968.14,1922.46,1525.5,652.08,4146.69,516.25,1048.77,1245.61
24/11/2020,868.46,1594.74,1998.18,1924.7,1552.67,685.12,4197.67,522.27,1062.35,1277.63
25/11/2020,858.49,1599.81,2005.66,1918.95,1546.56,669.65,4211.18,520.05,1063.57,1274
26/11/2020,858.49,1599.81,2005.66,1918.95,1546.56,669.65,4211.18,520.05,1063.57,1274
27/11/2020,864.4,1605.57,2008.5,1942.08,1544.68,661.44,4250.55,522.82,1053.49,1268.8
30/11/2020,855.26,1594.51,1999.73,1950.99,1532.44,626.53,4268.08,520.76,1037.02,1248.93
1/12/2020,865.1,1612.52,2020.93,1964.08,1536.68,628.98,4327.96,522.73,1044.8,1266.73
2/12/2020,855.52,1596.19,2016.85,1977.81,1531.89,648.04,4332.54,527.08,1051.13,1272.83
3/12/2020,849.99,1615.15,2017.08,1978.48,1534.93,654.77,4328.96,528.49,1040.96,1274.08
4/12/2020,869.5,1629.78,2019.19,2000.3,1556.31,689.9,4359,530.22,1031.73,1292.05
7/12/2020,861.56,1647.3,2017.81,1988.86,1550.79,673.3,4376.03,530.77,1036.56,1283.01
8/12/2020,866.91,1653.71,2017.78,2004.58,1557.44,683.79,4393.24,539.43,1033.28,1281.73
9/12/2020,870.02,1632.73,2003.02,1994.82,1553.49,685.51,4301.22,542.84,1032.06,1276.51
10/12/2020,866.7,1636.09,2006.61,1994.61,1544.92,705.91,4317.96,533.31,1026.62,1275.32
11/12/2020,861.27,1629.05,2016.89,1987.77,1547.48,697.84,4315.11,535.27,1027.8,1266.37
14/12/2020,850.64,1638.73,2018.72,1976.92,1534.96,673.81,4323.77,529.52,1022.65,1256.7
15/12/2020,867.02,1647.87,2036.94,1996.83,1555.36,687.24,4388.83,532.4,1043.26,1277.72
16/12/2020,864.64,1647.74,2050.05,1988.15,1552.06,684.22,4419.21,527.68,1031,1278.58
17/12/2020,875.99,1674.91,2059.1,2012.6,1568.58,680.33,4439.57,523.53,1038.55,1286.61
18/12/2020,877.67,1693.3,2046.42,2013.97,1571.74,669.32,4427.82,524.9,1029.1,1275.28
21/12/2020,872.51,1666.26,2041.39,1997.01,1562.89,657.71,4438.38,517.28,1015.73,1280.56
22/12/2020,865.6,1657.01,2036.05,1991.93,1559.01,647.15,4477.88,512.15,1015.33,1273.16
23/12/2020,867.79,1665.95,2037.48,1994.79,1561.07,661.03,4443.47,514.47,1013.98,1283.87
24/12/2020,872.16,1677.1,2035.91,1997.64,1564.97,656.94,4463.04,513.96,1020.62,1289.34
25/12/2020,872.16,1677.1,2035.91,1997.64,1564.97,656.94,4463.04,513.96,1020.62,1289.34
28/12/2020,868.32,1681.4,2066.07,1997.4,1564.63,652.9,4503.79,513.61,1025.66,1299.08
29/12/2020,866.59,1677.13,2071.68,2003.57,1550.92,648.79,4476.61,512.92,1023.88,1294.42
30/12/2020,879.52,1691.67,2068.22,2004.67,1560.78,659.65,4461.89,509.94,1029.66,1303.26
31/12/2020,882.35,1702.24,2070.54,2023.63,1571.4,654.36,4468.27,515.2,1045.53,1317.57
1/1/2021,882.35,1702.24,2070.54,2023.63,1571.4,654.36,4468.27,515.2,1045.53,1317.57
4/1/2021,877.09,1688.68,2033.13,2012.31,1538.15,655.44,4393.53,518.96,1019.02,1294.73
5/1/2021,901.51,1698.73,2047.06,2025.44,1553.88,684.54,4433.74,516.28,1019.69,1296.8
6/1/2021,939.35,1711.39,2050.02,2054.51,1585.7,705.5,4347.8,522.96,1045.17,1334.11
7/1/2021,947.13,1743.32,2064.89,2085.86,1601.14,716.46,4478.74,523.92,1030.98,1348.77
8/1/2021,942.73,1774.42,2077.05,2093.35,1603.15,715.17,4509.85,519.43,1039.41,1350.76
11/1/2021,941.06,1737.33,2063.45,2104.97,1597.25,726.87,4459.71,515.75,1030.75,1348.48
12/1/2021,955.52,1753.16,2068.66,2087.83,1606.6,751.94,4451.74,511.64,1026.51,1355.7
13/1/2021,946.05,1754.95,2073.9,2091.41,1596.77,745.85,4472.07,509.72,1044.61,1358.11
14/1/2021,944.19,1747.16,2061.74,2087.95,1596.2,767.79,4443.38,512.25,1040.25,1357.34
15/1/2021,926.65,1731.5,2047.22,2094.2,1578.79,737.79,4409.5,514.3,1050.78,1343.71
18/1/2021,926.65,1731.5,2047.22,2094.2,1578.79,737.79,4409.5,514.3,1050.78,1343.71
19/1/2021,932.86,1742.48,2048.34,2111.66,1586.82,752.25,4486.41,512.91,1046.19,1347.5
20/1/2021,933.28,1757.04,2100.91,2125.27,1597.21,754.34,4593.32,515.25,1052.04,1353.2
21/1/2021,914.81,1752.96,2108.44,2114.98,1588.24,729.66,4650.73,513.27,1044.7,1341.59
22/1/2021,911.39,1748.15,2099.33,2111.75,1583.21,726.14,4649.61,514.77,1046.07,1333.59
25/1/2021,906.71,1769.5,2093.78,2128.74,1571.92,718.62,4687.2,520.36,1064.05,1328.4
26/1/2021,893.7,1771.49,2101.03,2116.81,1554.53,702.85,4689.65,517.48,1053.27,1323.26
27/1/2021,866.33,1732.54,2032.73,2050.73,1516.39,693.06,4581.79,502.58,1026.64,1287.11
28/1/2021,884.13,1732.06,2066.72,2081.13,1538.94,702.32,4603.85,503.74,1039.43,1308.84
29/1/2021,864.71,1691.07,2026.27,2068.53,1508.56,679.83,4502.64,499.02,1033.7,1285.19
1/2/2021,876.68,1720.23,2061.81,2075.56,1532.97,684.87,4619.5,498.6,1039.56,1305.65
2/2/2021,888.33,1748.94,2099.17,2085.17,1563.05,692.5,4683.29,500.73,1047.87,1332.56
3/2/2021,890.93,1741.69,2091.51,2073.18,1564.36,721.28,4703.27,500.25,1045.28,1334.96
4/2/2021,886.84,1752.25,2121.38,2082.92,1588.34,728.47,4753.28,505.08,1053,1361.92
5/2/2021,902.54,1772.65,2135.62,2092.85,1595.05,735.19,4772.33,503.04,1058.88,1363.8
8/2/2021,911.26,1786.15,2148.39,2100.46,1618,765.2,4808.91,501.29,1051.45,1374.98
9/2/2021,904.26,1778.3,2148.13,2101.92,1620.38,757.1,4809.94,499.07,1052.96,1377.27
10/2/2021,899.63,1758.99,2149.33,2103.87,1617.94,771.01,4815.63,498.42,1057.88,1378.91
11/2/2021,902.18,1759.77,2142.19,2110.39,1622.13,760.39,4855.98,497.88,1052.1,1381.24
12/2/2021,909.07,1762.57,2144.28,2125.77,1638.71,771.04,4878.51,496.61,1044.54,1388.69
15/2/2021,909.07,1762.57,2144.28,2125.77,1638.71,771.04,4878.51,496.61,1044.54,1388.69
16/2/2021,910.15,1746.77,2144.56,2101.48,1639.01,790.36,4869.24,496.64,1034.78,1400.81
17/2/2021,907.13,1748.04,2155.26,2107.12,1630.23,801.22,4825.52,512.09,1036.32,1402.28
18/2/2021,899.67,1747.45,2150.18,2090.35,1621.8,781.8,4798.45,510.64,1042.04,1397.34
19/2/2021,919.27,1732.33,2140.62,2072.17,1637.78,794.98,4797.18,505.14,1028.17,1407.44
22/2/2021,927.19,1696.88,2129.53,2059.01,1631.4,820.62,4667.99,506.1,1009.1,1420.86
23/2/2021,929.66,1691.73,2132.6,2053.5,1630.02,834.34,4657.71,508.24,1016.93,1430.49
24/2/2021,939.7,1715.89,2132.84,2068.43,1653.98,864.02,4702.59,510.11,1007.01,1458.34
25/2/2021,914.74,1667.82,2073.2,2042.31,1618.96,846.33,4527.15,503.17,997.14,1429.88
26/2/2021,901.35,1652.84,2084.75,2029.47,1610.19,827.38,4565.67,492.51,975.62,1407.1
1/3/2021,924.79,1691.43,2124.74,2055.53,1655.53,848.88,4710.36,496.24,996.39,1441.37
2/3/2021,932.4,1679.94,2105.49,2045.79,1647.96,844.43,4621.57,494.96,992.93,1435.81
3/3/2021,922.89,1652.26,2069.68,2009.85,1634.99,856.09,4487.46,498.04,982.59,1439.35
4/3/2021,904.08,1624.44,2039.53,1978.03,1598.96,877.47,4406.23,496.95,982.68,1421.01
