,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_reg,b_weight
2015-03,0.06342424348980645,0.1116005992340908,0.11944635839257692,0.1284440906265094,0.0942211404995231,0.06541046994999657,0.09804182059142583,0.11495785498566581,0.12291421498820175,0.08153920724220348,0.01,0.5
2015-04,0.05960670444305139,0.11183733990778864,0.12117982762941902,0.13269490395113523,0.09349853990289225,0.06620093725801166,0.09648432347851432,0.11252866864102844,0.12443233576808681,0.08153641902007219,0.01,0.5
2015-05,0.062005345358228756,0.11204831967511766,0.11762421724161974,0.1341470346147927,0.08970878061683002,0.06854691862885684,0.0970566270952131,0.11700501520211228,0.12184267233412009,0.08001506923310894,0.01,0.5
2015-06,0.0640643862661897,0.1102655043371099,0.11394298290715939,0.13479466806747126,0.09138671556247505,0.07118252309424572,0.09776886876744284,0.11234719559322794,0.12059658399757432,0.08365057140710389,0.01,0.5
2015-07,0.06515414313464424,0.10965182385696362,0.1204942554717477,0.13349184319171525,0.09328611916867655,0.07112110808902551,0.09691982101626892,0.10933661209496054,0.11358319923218903,0.08696107474380875,0.01,0.5
2015-08,0.0602059584612477,0.11097502420479004,0.12329786997416728,0.13596586979036657,0.09263258887258816,0.06634589537173052,0.09790561464404207,0.10796704854313789,0.11592689921306217,0.08877723092486772,0.01,0.5
2015-09,0.05684129536548396,0.1107669255460704,0.12325491994548968,0.131987513946914,0.09655637708984073,0.0679585958377252,0.10137860975572636,0.10597028992773705,0.1139253927285567,0.09136007985645593,0.01,0.5
2015-10,0.051818044330512,0.11429840787055032,0.12511945220614856,0.1287139920315288,0.09691421767992105,0.06369222380995099,0.10301890981251283,0.10433700198970472,0.11963500249255164,0.09245274777661912,0.01,0.5
2015-11,0.05177730126379959,0.11335415182297916,0.1242012761575399,0.1297233133634258,0.09746033293608206,0.063734618228677,0.10207373624532576,0.10551868598702271,0.11909828065781163,0.0930583033373365,0.01,0.5
2015-12,0.05089221308694162,0.11314536443994853,0.12163218656198087,0.132129800140642,0.0976626865068704,0.0590423524342618,0.10436684917460698,0.10555505367457793,0.11966613635792633,0.09590735762224355,0.01,0.5
