,.TR15GSPA,.TR15GSPD,.TR15GSPE,.TR15GSPF,.TR15GSPI,.TR15GSPL,.TR15GSPM,.TR15GSPREC,.TR15GSPS,.TR15GSPT,.TR15GSPU,gamma_op
2009-08-07,0.0012317008683981948,0.0005779443477303091,0.0031938793048993785,0.00023557331802136146,0.0005307343119052902,0.0011361004552091162,0.0013386406682718264,0.00032729326367347193,0.7927530704069646,0.1969284611782966,0.0017466018766299518,2
2009-08-14,0.001229723338558827,0.0006087607072208457,0.0032224637513733902,0.0002616959981850298,0.0005602116612230224,0.0011119187718384015,0.0014027821178276485,0.0003832516848330903,0.7897570824338142,0.19970409844610001,0.0017580110890256363,2
2009-08-21,1.1953468610253261e-06,1.7296866346465573e-06,7.586428962492444e-05,5.338215800280256e-07,1.6664856473508328e-06,1.7044740335547825e-06,0.01639416461770713,1.2406110373905073e-06,0.9820933719294823,0.0014250584812074522,3.4702561840651647e-06,2
2009-08-28,1.2097956640765633e-06,1.7351073537141104e-06,7.709622022289956e-05,5.3569609453897e-07,1.6759578148820544e-06,1.7027026202560614e-06,0.016400224675536663,1.2358494926063532e-06,0.9820842033399468,0.0014268973767265684,3.4832785267916963e-06,2
2009-09-04,1.2106405306986158e-06,1.76119974096751e-06,7.709280092337104e-05,5.435041834454698e-07,1.6844744800064352e-06,1.7069801286119464e-06,0.01640551454713251,1.2725330545034668e-06,0.982063190595839,0.0014425520380642626,3.4706859227130896e-06,2
2009-09-11,1.1992777178135367e-06,1.7258641920901347e-06,7.513413807745686e-05,5.204957161663941e-07,1.6687199236111558e-06,1.6668379915073993e-06,0.016195121116792905,1.191373634813546e-06,0.9822943801913095,0.0014240103398521346,3.3816447920038123e-06,2
2009-09-18,4.920484026897502e-06,3.307207146144666e-06,0.2425161604964553,1.2663248450286546e-06,3.815887283348577e-06,3.6992111525234374e-06,7.747465707197247e-05,2.3690294752885875e-06,0.7573480145081094,3.274467228150512e-05,6.227522152538038e-06,2
2009-09-25,4.867887446883156e-06,3.3629406291494487e-06,0.24582376046506096,1.3043485493976188e-06,3.8988257355765725e-06,3.6442982448808516e-06,8.004198124978683e-05,2.5341967434773987e-06,0.7540374733771703,3.275399557004674e-05,6.35768359965182e-06,2
2009-10-02,4.868047689427588e-06,3.2956867996209214e-06,0.2417911471657021,1.2723678882769203e-06,3.82056740359084e-06,3.685686273358024e-06,7.732198634117303e-05,2.4177292320091487e-06,0.7580730743378374,3.2753012193120506e-05,6.343412639834613e-06,2
2009-10-09,4.823248877303778e-06,3.2433813636453358e-06,0.23547498084710672,1.2479459392594289e-06,3.696584132169018e-06,3.6448437192308234e-06,7.504306644276994e-05,2.3277499409555646e-06,0.7643926694541461,3.211319201066802e-05,6.209686321252435e-06,2
2009-10-16,0.00044636545913276967,0.0002316959025047277,0.13383815199543353,0.0001083070038882558,0.0002532900512518454,0.00024334849683120639,0.0012477049006386597,0.00018181679111988012,0.8621118860461913,0.0007757206283848846,0.0005617127246228943,2
2009-10-23,0.00044198187795055143,0.00023069408873000269,0.13776277832749523,0.0001058719248063357,0.0002524019578952608,0.00023872680417766023,0.0012449672143904752,0.00017614822274979817,0.8582244578802876,0.0007642414032640653,0.0005577302982529991,2
2009-10-30,0.0004402336438040058,0.00023273278810919879,0.13779448128073904,0.0001062049365138888,0.00025225362287229196,0.0002405395804584733,0.0012369792518002031,0.00017913158734161132,0.8581780159396719,0.0007797003662388561,0.0005597270024504422,2
2009-11-06,0.0004358512528231228,0.00022346357580793968,0.13345102008847667,0.00010090758856813484,0.00024254396687242187,0.00024370151716085147,0.0011655041227348006,0.00017540502883648242,0.8626494457780133,0.0007628015832299189,0.0005493554974762655,2
2009-11-13,6.764062101222898e-07,1.2352343428213093e-06,0.007077398711567314,5.464607692808008e-07,1.6906927434720618e-06,9.664655539230667e-07,2.5699480026614065e-05,1.0938741744161612e-06,0.992881154230639,8.133880357180179e-06,1.4045636158419337e-06,2
2009-11-20,6.771042637207952e-07,1.248136613256042e-06,0.006979342692294303,5.495635946940555e-07,1.6969189306423045e-06,9.63750079506912e-07,2.6258852040619156e-05,1.140636747964666e-06,0.9929784908583991,8.233682644100197e-06,1.3978043920572516e-06,2
2009-11-27,6.842572012126961e-07,1.226128650095857e-06,0.0068752819910199055,5.442733915853302e-07,1.6819314431757383e-06,9.66200754205275e-07,2.648292230515152e-05,1.1287394637679326e-06,0.993082538451901,8.081910844600266e-06,1.383193025325208e-06,2
2009-12-04,6.922479184623197e-07,1.2268043235754002e-06,0.0069062525613278756,5.319290617259149e-07,1.6822100885214465e-06,9.965034605988626e-07,2.634527816797372e-05,1.0947662016528604e-06,0.9930517333196984,8.047206487276834e-06,1.3971732637822792e-06,2
2009-12-11,4.1394429810578503e-07,9.604676755312405e-07,1.5485295523675604e-05,4.205865832202421e-07,1.416607091615736e-06,8.185357682517628e-07,1.3296842359059556e-05,1.0173910125187033e-06,0.9999568483204274,8.293800055622158e-06,1.0282092049307678e-06,2
2009-12-18,4.1803764925326163e-07,9.799570904496586e-07,1.5383509994193528e-05,4.1515006412857894e-07,1.4180465481853212e-06,8.375962912332494e-07,1.3313525859209577e-05,1.0051013808117905e-06,0.9999568732145525,8.28905485022312e-06,1.0668057197747865e-06,2
2009-12-25,4.261767435520086e-07,1.002285314597507e-06,1.5795717315028072e-05,4.21528667675257e-07,1.4409330400761854e-06,8.354797824647541e-07,1.34983879497138e-05,1.0446244797428512e-06,0.9999559018381713,8.547711130893853e-06,1.0853174049231105e-06,2
2010-01-01,4.25113303225422e-07,1.0054467931483108e-06,1.5911965253509328e-05,4.2396099043330916e-07,1.4388552105705985e-06,8.40179381042835e-07,1.3786398189294246e-05,1.0770207826078224e-06,0.9999553449096086,8.671725673531415e-06,1.0744248141147357e-06,2
2010-01-08,1.0657218595600256e-06,3.4016538543759603e-06,0.06642961118297037,1.3383776500172217e-06,3.951809741622092e-06,2.920179506705025e-06,5.1027415037311306e-05,3.5710275613375e-06,0.9334562841899491,4.35798977725557e-05,3.2485440970431026e-06,2
2010-01-15,1.080317089822066e-06,3.4533500495126923e-06,0.06954763781353915,1.4006135163607222e-06,4.130124398936322e-06,2.86360114860813e-06,5.3485652361942895e-05,3.545678436506904e-06,0.9303353978674821,4.380545058348315e-05,3.1995313936299777e-06,2
2010-01-22,1.0883703748409372e-06,3.383990461799855e-06,0.06801012241082147,1.3691799321728045e-06,4.073032664036991e-06,2.7318624828978597e-06,5.149229746375432e-05,3.5063026835800726e-06,0.9318761111106552,4.2924630072602095e-05,3.196812387661066e-06,2
2010-01-29,1.091275776462218e-06,3.358320344753711e-06,0.06610699360340253,1.3352581157887066e-06,3.9924793857595204e-06,2.7355128436590022e-06,4.949418822496865e-05,3.4213404615066365e-06,0.9337825264690642,4.188645833763719e-05,3.1650940427440415e-06,2
2010-02-05,6.041844936948199e-07,1.1589832503933819e-06,0.00011342290202271971,4.736536169535775e-07,1.5726893644450626e-06,7.019774375363375e-07,6.79650247411949e-06,8.796810622412065e-07,0.9998632022821266,9.588177251601245e-06,1.5989668998411788e-06,2
2010-02-12,5.998599026383735e-07,1.1612951303709455e-06,0.0001136514932422599,4.6979453916139866e-07,1.574847997702222e-06,6.999880377900112e-07,6.886079058994842e-06,8.846975945776098e-07,0.9998627605051345,9.732541169159184e-06,1.5788981929537496e-06,2
2010-02-19,5.93149232490698e-07,1.1656764999015322e-06,0.00011425468586845564,4.618534398579462e-07,1.5737545987112382e-06,6.898477250797893e-07,6.912366170375613e-06,8.660422735328327e-07,0.9998621925929667,9.739975304550118e-06,1.5500559204037511e-06,2
2010-02-26,5.890474299834311e-07,1.1728592645704746e-06,0.0001145538345252504,4.6719533158945966e-07,1.5994278250558103e-06,6.772646906919993e-07,7.0245152075685015e-06,8.879847063605531e-07,0.9998617228744875,9.740450947253212e-06,1.5645455843309637e-06,2
2010-03-05,7.072554196984991e-07,1.7036564633998144e-06,0.0004569210625218062,5.806686193546976e-07,2.194446184508597e-06,7.01436585425085e-07,7.5991161658247415e-06,1.256840923136805e-06,0.999502037428018,2.5138147095273098e-05,1.1599420036960693e-06,2
2010-03-12,7.072739457798517e-07,1.7368893209335953e-06,0.00046255081199383236,5.887331886886422e-07,2.224539383890912e-06,6.928270740544639e-07,7.850189920860581e-06,1.2764971950040148e-06,0.9994957787521044,2.5425137939342262e-05,1.1683479333075132e-06,2
2010-03-19,7.091291828567237e-07,1.7723947245568542e-06,0.00046739344222465525,6.036438899488708e-07,2.2715609138235316e-06,7.129127698044438e-07,7.926384185176422e-06,1.3270447515216012e-06,0.9994900952417349,2.601798821153152e-05,1.1702574111253588e-06,2
2010-03-26,7.086145433651328e-07,1.7539070609465124e-06,0.00045348919026402487,6.010658163660647e-07,2.2759035568873067e-06,7.18169379312255e-07,7.81378478224432e-06,1.333109202176469e-06,0.9995044761365294,2.5664373396540155e-05,1.1657454686318342e-06,2
2010-04-02,6.893113236423551e-07,2.8103390634606935e-06,1.1081731199903602e-05,6.737589481736061e-07,3.2103487835044835e-06,6.629856002833686e-07,9.056215803535214e-06,2.170778014302195e-06,0.9997974481514438,0.00017134252662365321,8.538531957863466e-07,2
2010-04-09,6.931798001668527e-07,2.7920428118901373e-06,1.14522835400123e-05,6.729400097262911e-07,3.2248161630748247e-06,6.649656470072625e-07,9.220174410862232e-06,2.148557551977734e-06,0.9997980076463541,0.0001702574375811538,8.659561299715625e-07,2
2010-04-16,6.908853157902842e-07,2.875966056192277e-06,1.175931491100014e-05,6.942194440157589e-07,3.2723025238570935e-06,6.73653419496222e-07,9.392475035936303e-06,2.2341641030274185e-06,0.999793630682017,0.00017390327581382313,8.730613599520234e-07,2
2010-04-23,6.862054760779907e-07,2.9234010920364326e-06,1.1728590465765638e-05,6.888750806535009e-07,3.3229651294614663e-06,6.66462555126083e-07,9.282257425728004e-06,2.1697297757958407e-06,0.9997903616493395,0.00017730209117593895,8.677724838345569e-07,2
2010-04-30,4.502163653745278e-07,5.586229068009919e-06,0.00011198483544579314,6.995816229993435e-07,4.4156364189410565e-06,6.613348179077393e-07,1.8026121285408562e-05,3.6558974131073994e-06,0.9749769145987204,0.024876792019011086,8.135298309483007e-07,2
2010-05-07,4.5018144536208686e-07,5.495983934571767e-06,0.00011019271814530428,6.834362231350654e-07,4.39319558490789e-06,6.647675294059318e-07,1.7728254015958455e-05,3.6667786783067718e-06,0.9754428655760063,0.024413039683658756,8.194247779458056e-07,2
