,.dMIEF00000G,.dMIEA00000G,US10YT=RR,.DXY
2015-10-30,-0.018378,-0.003697,0.021457,-0.001864
2015-10-30,-0.018378,-0.003699,0.021457,-0.001864
2015-11-06,0.010711,0.007125,0.023252,0.02292
2015-11-06,0.010711,0.007124,0.023252,0.02292
2015-11-13,-0.030223,-0.019458,0.022746,-0.001714
2015-11-13,-0.030223,-0.019457,0.022746,-0.001714
2015-11-20,0.018672,0.026027,0.02264,0.005727
2015-11-27,-0.015016,0.001533,0.022218,0.00457
2015-12-04,-0.015723,-0.02207,0.022729,-0.016657
2015-12-04,-0.015723,-0.022069,0.022729,-0.016657
2015-12-11,-0.030898,-0.032209,0.021323,-0.008022
2015-12-11,-0.030897,-0.032209,0.021323,-0.008022
2015-12-18,0.016639,0.009779,0.02204,0.011664
2015-12-18,0.016639,0.009778,0.02204,0.011664
2015-12-25,0.017212,0.010651,0.022446,-0.007284
2016-01-01,-0.007003,0.005623,0.022694,0.006603
2016-01-01,-0.006911,0.005622,0.022694,0.006603
2016-01-08,-0.054538,-0.062135,0.021156,-0.000923
2016-01-08,-0.05445,-0.062135,0.021156,-0.000923
2016-01-15,-0.031788,-0.026645,0.020365,0.004222
2016-01-22,-0.000504,0.008691,0.020572,0.006245
2016-01-29,0.035834,0.022755,0.019226,0.000321
2016-01-29,0.035834,0.022754,0.019226,0.000321
2016-02-05,-0.004896,-0.039758,0.018426,-0.025852
2016-02-05,-0.004896,-0.039757,0.018426,-0.025852
2016-02-12,-0.033556,-0.059336,0.017464,-0.011244
2016-02-12,-0.033556,-0.059334,0.017464,-0.011244
2016-02-19,0.042168,0.052961,0.017431,0.006879
2016-02-19,0.042168,0.052962,0.017431,0.006879
2016-02-26,0.000206,0.015352,0.017641,0.016025
2016-02-26,0.000206,0.015351,0.017641,0.016025
2016-03-04,0.047973,0.03526,0.018758,-0.008232
2016-03-04,0.047973,0.035258,0.018758,-0.008232
2016-03-11,0.006321,8e-06,0.019803,-0.011999
2016-03-11,0.006321,6e-06,0.019803,-0.011999
2016-03-18,0.022805,-0.002462,0.018767,-0.011292
2016-03-18,0.022805,-0.002461,0.018767,-0.011292
2016-03-25,-0.01006,-0.00826,0.019,0.011106
2016-03-25,-0.008483,-0.01072,0.019,0.011106
2016-04-01,0.004152,-0.011565,0.01774,-0.015841
2016-04-01,0.002555,-0.009107,0.01774,-0.015841
2016-04-08,-0.007466,-0.00237,0.017167,-0.004058
2016-04-08,-0.007466,-0.002371,0.017167,-0.004058
2016-04-15,0.031061,0.039187,0.017535,0.004892
2016-04-15,0.031061,0.039188,0.017535,0.004892
2016-04-22,-0.001875,0.018105,0.018913,0.004435
2016-04-22,-0.001875,0.018106,0.018913,0.004435
2016-04-29,-0.012958,-0.023748,0.01835,-0.021384
2016-04-29,-0.012958,-0.023747,0.01835,-0.021384
2016-05-06,-0.02755,-0.02243,0.017789,0.008659
2016-05-06,-0.02755,-0.022432,0.017789,0.008659
2016-05-13,-0.005429,0.009317,0.017018,0.007669
2016-05-13,-0.005428,0.009318,0.017018,0.007669
2016-05-20,-0.003806,0.009009,0.018436,0.007674
2016-05-20,-0.003806,0.009011,0.018436,0.007674
2016-05-27,0.027493,0.022273,0.01851,0.001962
2016-05-27,0.027493,0.02227,0.01851,0.001962
2016-06-03,0.009188,-0.012499,0.017021,-0.01562
2016-06-03,0.009188,-0.012497,0.017021,-0.01562
2016-06-10,5.9e-05,-0.015423,0.016438,0.005764
2016-06-17,-0.016458,-0.030956,0.016112,-0.00386
2016-06-24,0.000898,-0.008704,0.015616,0.013184
2016-07-01,0.030624,0.041441,0.01456,0.002106
2016-07-08,-0.006322,-0.014158,0.013579,0.006827
2016-07-15,0.039078,0.043074,0.015578,0.002887
2016-07-22,0.00561,0.008385,0.015663,0.009184
2016-07-22,0.00561,0.008384,0.015663,0.009184
2016-07-29,-0.000279,0.002111,0.014497,-0.019863
2016-08-05,0.009297,-0.007085,0.015902,0.00694
2016-08-05,0.009297,-0.007086,0.015902,0.00694
2016-08-12,0.021221,0.022545,0.015101,-0.004907
2016-08-19,0.004933,-0.014174,0.015798,-0.012651
2016-08-19,0.004933,-0.014172,0.015798,-0.012651
2016-08-26,-0.00657,0.002329,0.016279,0.011163
2016-08-26,-0.00657,0.002327,0.016279,0.011163
2016-09-02,0.005294,0.018125,0.016075,0.002909
2016-09-02,0.005294,0.018124,0.016075,0.002909
2016-09-09,0.006972,-0.006041,0.016749,-0.0053
2016-09-09,0.006972,-0.00604,0.016749,-0.0053
2016-09-16,-0.018612,-0.020689,0.016943,0.008098
2016-09-16,-0.018612,-0.02069,0.016943,0.008098
2016-09-23,0.025663,0.026069,0.016201,-0.006566
2016-09-30,-0.014995,-0.007106,0.015979,-0.000147
2016-09-30,-0.014995,-0.007105,0.015979,-0.000147
2016-10-07,0.015286,0.008241,0.017234,0.012246
2016-10-07,0.015286,0.00824,0.017234,0.012246
2016-10-14,-0.014418,-0.001127,0.018048,0.014353
2016-10-14,-0.014419,-0.001126,0.018048,0.014353
2016-10-21,0.013688,0.008959,0.017364,0.006897
2016-10-21,0.013688,0.008958,0.017364,0.006897
2016-10-28,-0.00767,-0.000821,0.018486,-0.003516
2016-11-04,-0.023448,-0.035608,0.01778,-0.013046
2016-11-04,-0.023448,-0.035609,0.01778,-0.013046
2016-11-11,-0.014516,0.020894,0.021378,0.020553
2016-11-18,-0.001859,0.011166,0.023476,0.021704
2016-11-18,-0.001859,0.011165,0.023476,0.021704
2016-11-25,0.012897,0.014287,0.02359,0.002767
2016-11-25,0.012897,0.014288,0.02359,0.002767
2016-12-02,-0.00454,-0.005708,0.023922,-0.007094
2016-12-02,-0.00454,-0.005709,0.023922,-0.007094
2016-12-09,0.021828,0.038296,0.024656,0.008137
2016-12-16,-0.017524,0.010571,0.02599,0.013387
2016-12-16,-0.017524,0.01057,0.02599,0.013387
2016-12-23,-0.01712,0.002509,0.025428,0.000583
2016-12-30,0.025395,-0.001069,0.024462,-0.007766
2017-01-06,0.01838,0.015692,0.024212,9.8e-05
2017-01-06,0.01838,0.015693,0.024212,9.8e-05
2017-01-13,0.012874,0.00321,0.023982,-0.010174
2017-01-13,0.012874,0.003209,0.023982,-0.010174
2017-01-20,-0.003779,-0.009406,0.024668,-0.004349
2017-01-20,-0.003779,-0.009407,0.024668,-0.004349
2017-01-27,0.020102,0.007719,0.024862,-0.002085
2017-01-27,0.020102,0.007717,0.024862,-0.002085
2017-02-03,-0.005441,-0.009605,0.024666,-0.006585
2017-02-10,0.013403,0.009999,0.024091,0.009332
2017-02-10,0.013403,0.01,0.024091,0.009332
2017-02-17,0.006464,0.007089,0.0242,0.001488
2017-02-24,0.000699,-0.00089,0.023152,0.001387
2017-02-24,0.000699,-0.000889,0.023152,0.001387
2017-03-03,-0.006105,0.014748,0.024816,0.004451
2017-03-10,-0.003443,0.003887,0.025745,-0.002856
2017-03-10,-0.003443,0.003886,0.025745,-0.002856
2017-03-17,0.029124,0.00699,0.025005,-0.009383
2017-03-17,0.029124,0.006991,0.025005,-0.009383
2017-03-24,-0.000107,-0.007307,0.024177,-0.00671
2017-03-24,-0.000107,-0.007306,0.024177,-0.00671
2017-03-31,-0.005989,0.005741,0.023892,0.007257
2017-03-31,-0.005989,0.005743,0.023892,0.007257
2017-04-07,0.007308,-0.001759,0.023822,0.008271
2017-04-07,0.007308,-0.001761,0.023822,0.008271
2017-04-14,-0.005753,-0.006986,0.02232,-0.006128
2017-04-14,-0.003259,-0.005737,0.02232,-0.006128
2017-04-21,0.002648,-0.003383,0.022463,-0.005798
2017-04-21,0.000139,-0.004632,0.022463,-0.005798
2017-04-28,0.019216,0.02711,0.022892,-0.009272
2017-04-28,0.019216,0.027109,0.022892,-0.009272
2017-05-05,0.000845,0.017548,0.023505,-0.004059
2017-05-05,0.000845,0.017547,0.023505,-0.004059
2017-05-12,0.021782,0.009337,0.023257,0.006123
2017-05-19,-0.004357,-0.007192,0.022346,-0.021259
2017-05-26,0.016273,0.004974,0.0225,0.003088
2017-06-02,-0.001734,0.010615,0.021591,-0.007461
2017-06-02,-0.001734,0.010614,0.021591,-0.007461
2017-06-09,0.004109,-0.006408,0.022023,0.00578
2017-06-09,0.004109,-0.006407,0.022023,0.00578
2017-06-16,-0.011331,-0.001798,0.021531,-0.001131
2017-06-16,-0.011331,-0.001799,0.021531,-0.001131
2017-06-23,0.013494,0.000562,0.02144,0.001029
2017-06-23,0.013494,0.000561,0.02144,0.001029
2017-06-30,0.002914,-0.012794,0.023037,-0.01682
2017-07-07,-0.000956,0.001911,0.023856,0.003974
2017-07-07,-0.000956,0.001912,0.023856,0.003974
2017-07-14,0.034668,0.01403,0.023319,-0.008906
2017-07-14,0.034668,0.014029,0.023319,-0.008906
2017-07-21,0.008563,-0.006402,0.022375,-0.01361
2017-07-21,0.008563,-0.006401,0.022375,-0.01361
2017-07-28,0.0036,-0.001998,0.022906,-0.006382
2017-08-04,0.006195,0.011169,0.022637,0.003035
2017-08-11,-0.017328,-0.019277,0.021905,-0.005057
2017-08-18,0.01466,0.002265,0.021974,0.003922
2017-08-25,0.019169,0.002096,0.021694,-0.007428
2017-08-25,0.019169,0.002095,0.021694,-0.007428
2017-09-01,0.003345,0.006283,0.021657,0.000798
2017-09-01,0.003345,0.006284,0.021657,0.000798
2017-09-08,-0.002232,-0.005967,0.020541,-0.015752
2017-09-15,0.014695,0.010343,0.022023,0.005692
2017-09-15,0.014695,0.010344,0.022023,0.005692
2017-09-22,0.002556,0.010436,0.022534,0.003255
2017-09-29,-0.011283,0.009298,0.02339,0.009819
2017-09-29,-0.011283,0.009296,0.02339,0.009819
2017-10-06,0.022632,0.00904,0.023607,0.007779
2017-10-06,0.022632,0.009038,0.023607,0.007779
2017-10-13,0.014308,0.006213,0.022748,-0.007559
2017-10-13,0.014308,0.006212,0.022748,-0.007559
2017-10-20,-0.001281,0.004793,0.023827,0.006553
2017-10-20,-0.001281,0.004794,0.023827,0.006553
2017-10-27,-0.002423,0.008399,0.024155,0.012967
2017-10-27,-0.002423,0.008397,0.024155,0.012967
2017-11-03,0.01228,0.009884,0.023325,0.000263
2017-11-10,0.002223,-0.010358,0.02402,-0.005793
2017-11-10,0.002223,-0.010359,0.02402,-0.005793
2017-11-17,0.002655,-0.010053,0.023452,-0.007723
2017-11-17,0.002655,-0.010054,0.023452,-0.007723
2017-11-24,0.009235,0.008132,0.023401,-0.009395
2017-12-01,-0.032245,-0.00518,0.023633,0.00111
2017-12-01,-0.032245,-0.005181,0.023633,0.00111
2017-12-08,-0.002241,0.009443,0.023778,0.010938
2017-12-15,0.003985,-0.001525,0.023512,0.00033
2017-12-22,0.015812,0.010121,0.024846,-0.006228
2017-12-22,0.015812,0.01012,0.024846,-0.006228
2017-12-29,0.012119,-0.002118,0.024054,-0.013102
2018-01-05,0.02994,0.023818,0.024763,-0.0019
2018-01-05,0.02994,0.023817,0.024763,-0.0019
2018-01-12,0.006079,0.002231,0.025498,-0.010604
2018-01-12,0.006079,0.002232,0.025498,-0.010604
2018-01-19,0.01765,0.004574,0.026611,-0.004419
2018-01-19,0.01765,0.004572,0.026611,-0.004419
2018-01-26,0.025731,-0.00355,0.026599,-0.016617
2018-02-02,-0.026284,-0.021534,0.028411,0.001437
2018-02-02,-0.026284,-0.021532,0.028411,0.001437
2018-02-09,-0.064389,-0.054047,0.028566,0.013981
2018-02-09,-0.064389,-0.054048,0.028566,0.013981
2018-02-16,0.039891,0.02454,0.028731,-0.014838
2018-02-23,0.016263,0.00476,0.02866,0.008788
2018-02-23,0.016263,0.004759,0.02866,0.008788
2018-03-02,-0.022752,-0.027892,0.028679,0.000579
2018-03-02,-0.022751,-0.027892,0.028679,0.000579
2018-03-09,0.018214,0.020817,0.028956,0.001757
2018-03-16,0.006793,0.001691,0.028445,0.001554
2018-03-23,-0.032081,-0.033603,0.028135,-0.008301
2018-03-23,-0.032081,-0.033602,0.028135,-0.008301
2018-03-30,-0.002098,0.019425,0.027407,0.005476
2018-03-30,-0.003465,0.017676,0.027407,0.005476
2018-04-06,-0.004136,0.007314,0.027753,0.001489
2018-04-06,-0.00277,0.009045,0.027753,0.001489
2018-04-13,0.010309,0.011284,0.028248,-0.003418
2018-04-13,0.010309,0.011285,0.028248,-0.003418
2018-04-20,0.000825,0.011829,0.029602,0.005746
2018-04-20,0.000825,0.01183,0.029602,0.005746
2018-04-27,-0.002911,0.011985,0.029587,0.013575
2018-04-27,-0.002911,0.011984,0.029587,0.013575
2018-05-04,-0.011155,0.006419,0.029515,0.011186
2018-05-04,-0.011155,0.006418,0.029515,0.011186
2018-05-11,0.023941,0.015018,0.029695,-0.000313
2018-05-11,0.023942,0.015018,0.029695,-0.000313
2018-05-18,-0.011234,0.005301,0.030596,0.011887
2018-05-18,-0.011233,0.005302,0.030596,0.011887
2018-05-25,-0.00358,-0.013602,0.029313,0.005884
2018-06-01,-0.004431,-0.009685,0.029022,3.2e-05
2018-06-08,0.00976,0.00413,0.029479,-0.006795
2018-06-15,-0.010794,0.006177,0.029223,0.013233
2018-06-15,-0.010794,0.006178,0.029223,0.013233
2018-06-22,-0.021143,-0.011028,0.028949,-0.00287
2018-06-22,-0.021143,-0.011029,0.028949,-0.00287
2018-06-29,-0.009234,-0.00769,0.028601,0.001259
2018-07-06,-0.006745,9.6e-05,0.028236,-0.00634
2018-07-06,-0.006745,9.4e-05,0.028236,-0.00634
2018-07-13,0.015197,0.011397,0.028289,0.007614
2018-07-13,0.015197,0.011396,0.028289,0.007614
2018-07-20,-0.001161,0.0046,0.02895,-0.003198
2018-07-27,0.014599,0.012726,0.029579,0.002393
2018-07-27,0.014599,0.012727,0.029579,0.002393
2018-08-03,-0.013513,-0.010522,0.029506,0.004943
2018-08-03,-0.013513,-0.010521,0.029506,0.004943
2018-08-10,0.000439,-0.006081,0.028732,0.01276
2018-08-17,-0.029566,-0.009513,0.028641,-0.002657
2018-08-17,-0.029566,-0.009512,0.028641,-0.002657
2018-08-24,0.024239,0.007089,0.028134,-0.009937
2018-08-24,0.024239,0.007087,0.028134,-0.009937
2018-08-31,0.010085,-0.000249,0.028604,-6.3e-05
2018-08-31,0.010085,-0.00025,0.028604,-6.3e-05
2018-09-07,-0.025452,-0.024987,0.029388,0.002365
2018-09-07,-0.025453,-0.024985,0.029388,0.002365
2018-09-14,0.003956,0.014986,0.029995,-0.004593
2018-09-14,0.003956,0.014985,0.029995,-0.004593
2018-09-21,0.016126,0.024045,0.030665,-0.007448
2018-09-21,0.016126,0.024042,0.030665,-0.007448
2018-09-28,-0.005485,0.001357,0.030649,0.009679
2018-09-28,-0.005485,0.001358,0.030649,0.009679
2018-10-05,-0.036544,-0.016853,0.032328,0.005172
2018-10-12,-0.023378,-0.046056,0.03167,-0.004214
2018-10-19,-0.010287,0.003974,0.031958,0.005167
2018-10-19,-0.010287,0.003975,0.031958,0.005167
2018-10-26,-0.029217,-0.033142,0.030774,0.006749
2018-11-02,0.054383,0.033909,0.032198,0.001899
2018-11-09,-0.017234,0.00308,0.031856,0.00376
2018-11-09,-0.017234,0.003079,0.031856,0.00376
2018-11-16,0.007249,-0.015632,0.030647,-0.004541
2018-11-16,0.007249,-0.015633,0.030647,-0.004541
2018-11-23,-0.017302,-0.008395,0.030463,0.004675
2018-11-30,0.024258,0.012175,0.029933,0.003673
2018-11-30,0.024258,0.012174,0.029933,0.003673
2018-12-07,-0.012401,-0.026461,0.028576,-0.007793
2018-12-07,-0.012401,-0.026462,0.028576,-0.007793
2018-12-14,-0.003392,-0.000742,0.028949,0.009626
2018-12-14,-0.003392,-0.000744,0.028949,0.009626
2018-12-21,-0.017903,-0.035634,0.027884,-0.004998
2018-12-28,0.006385,0.001938,0.027164,-0.005714
2018-12-28,0.006385,0.00194,0.027164,-0.005714
2019-01-04,-0.003305,0.008351,0.026677,-0.002313
2019-01-11,0.034738,0.024646,0.026989,-0.005292
2019-01-18,0.018472,0.017476,0.027878,0.006961
2019-01-18,0.018472,0.017477,0.027878,0.006961
2019-01-25,0.013568,0.000551,0.027585,-0.005626
2019-02-01,0.011616,0.006759,0.026842,-0.002244
2019-02-01,0.011616,0.006758,0.026842,-0.002244
2019-02-08,-0.009055,-0.003923,0.026339,0.011069
2019-02-08,-0.009055,-0.003924,0.026339,0.011069
2019-02-15,-0.00064,0.025843,0.026644,0.002763
2019-02-15,-0.00064,0.025844,0.026644,0.002763
2019-02-22,0.025374,0.011212,0.026536,-0.004097
2019-02-22,0.025374,0.011211,0.026536,-0.004097
2019-03-01,-0.004384,0.004377,0.027585,0.000207
2019-03-01,-0.004384,0.004376,0.027585,0.000207
2019-03-08,-0.014927,-0.011173,0.026303,0.00807
2019-03-08,-0.014927,-0.011174,0.026303,0.00807
2019-03-15,0.022889,0.020987,0.025907,-0.007307
2019-03-15,0.022889,0.020986,0.025907,-0.007307
2019-03-22,0.002634,-0.005877,0.024373,0.00058
2019-03-22,0.002634,-0.005878,0.024373,0.00058
2019-03-29,0.001568,0.005809,0.024068,0.006549
2019-04-05,0.022514,0.023328,0.024989,0.001141
2019-04-12,0.002722,-0.001394,0.025615,-0.004343
2019-04-19,0.005468,0.008277,0.025596,0.004187
2019-04-19,0.005456,0.008067,0.025596,0.004187
2019-04-26,-0.007064,0.003531,0.025,0.006449
2019-04-26,-0.007052,0.003739,0.025,0.006449
2019-05-03,0.005706,-0.000252,0.025305,-0.004959
2019-05-03,0.005706,-0.000251,0.025305,-0.004959
2019-05-10,-0.042817,-0.02998,0.024725,-0.001948
2019-05-17,-0.028791,0.01115,0.023927,0.006832
2019-05-24,-0.010302,-0.008374,0.023237,-0.003898
2019-05-24,-0.010303,-0.008376,0.023237,-0.003898
2019-05-31,0.011868,-0.017065,0.021332,0.001404
2019-05-31,0.011868,-0.017066,0.021332,0.001404
2019-06-07,0.006994,0.019754,0.020844,-0.012338
2019-06-14,0.009381,0.006449,0.020839,0.010648
2019-06-21,0.028374,0.013975,0.020591,-0.013856
2019-06-28,0.001507,0.002267,0.020068,-0.000935
2019-06-28,0.001507,0.002268,0.020068,-0.000935
2019-07-05,0.008049,0.01736,0.02039,0.012025
2019-07-05,0.008049,0.017358,0.02039,0.012025
2019-07-12,-0.008235,-0.009076,0.021237,-0.004893
2019-07-19,0.005577,-0.001131,0.020569,0.003522
2019-07-19,0.005577,-0.001132,0.020569,0.003522
2019-07-26,-0.002659,0.007599,0.020738,0.008842
2019-08-02,-0.032378,-0.025847,0.018434,0.000653
2019-08-09,-0.015956,-0.016951,0.017447,-0.005944
2019-08-16,-0.007304,-0.009601,0.015623,0.006678
2019-08-16,-0.007304,-0.009603,0.015623,0.006678
2019-08-23,0.005257,0.005761,0.015334,-0.005115
2019-08-30,0.014141,0.015605,0.014994,0.013068
2019-08-30,0.014141,0.015603,0.014994,0.013068
2019-09-06,0.018001,0.018584,0.015602,-0.005277
2019-09-13,0.013285,0.019541,0.019011,-0.001392
2019-09-13,0.013285,0.01954,0.019011,-0.001392
2019-09-20,-0.000119,-0.000142,0.017215,0.002605
2019-09-20,-0.000119,-0.000141,0.017215,0.002605
2019-09-27,-0.016428,-0.001016,0.01687,0.00605
2019-09-27,-0.016428,-0.001017,0.01687,0.00605
2019-10-04,-0.007165,-0.024567,0.01529,-0.003037
2019-10-11,0.013737,0.01999,0.017342,-0.005131
2019-10-11,0.013737,0.019991,0.017342,-0.005131
2019-10-18,0.010716,0.004326,0.017536,-0.010366
2019-10-25,0.007215,0.015969,0.017995,0.005643
2019-10-25,0.007215,0.015968,0.017995,0.005643
2019-11-01,0.011569,0.004963,0.017138,-0.006051
2019-11-01,0.011569,0.004964,0.017138,-0.006051
2019-11-08,0.016747,0.016182,0.019451,0.011456
2019-11-08,0.016747,0.016183,0.019451,0.011456
2019-11-15,-0.011558,-0.002889,0.018359,-0.003599
2019-11-22,0.001507,-0.003497,0.017706,0.002765
2019-11-22,0.001507,-0.003498,0.017706,0.002765
2019-11-29,-0.006193,0.006523,0.01774,3.1e-05
2019-11-29,-0.006193,0.006523,0.01774,3e-05
2019-12-06,0.00679,-0.002754,0.018433,-0.005831
2019-12-13,0.02908,0.01114,0.018243,-0.005404
2019-12-20,0.016757,0.011716,0.019188,0.005331
2019-12-20,0.016757,0.011717,0.019188,0.005331
2019-12-27,0.01003,0.003361,0.01877,-0.007892
2019-12-27,0.01003,0.003362,0.01877,-0.007892
2020-01-03,0.005631,-0.003515,0.017933,-0.000836
2020-01-10,0.006053,0.005371,0.018196,0.005349
2020-01-17,0.014212,0.01069,0.01825,0.002886
2020-01-17,0.014212,0.010691,0.01825,0.002886
2020-01-24,-0.021346,-0.004996,0.016857,0.002212
2020-01-31,-0.042333,-0.029159,0.015051,-0.004732
2020-01-31,-0.042333,-0.029158,0.015051,-0.004732
2020-02-07,0.02758,0.030098,0.015817,0.013287
2020-02-07,0.02758,0.030097,0.015817,0.013287
2020-02-14,0.011674,0.002942,0.015883,0.004459
2020-02-14,0.011674,0.002941,0.015883,0.004459
2020-02-21,-0.011162,-0.006891,0.014729,0.001392
2020-02-21,-0.011162,-0.006893,0.014729,0.001392
2020-02-28,-0.06446,-0.103917,0.011633,-0.011384
2020-03-06,0.005488,-0.02145,0.007733,-0.022225
2020-03-13,-0.106315,-0.160299,0.009829,0.029161
2020-03-13,-0.106315,-0.1603,0.009829,0.029161
2020-03-20,-0.082567,-0.020312,0.008853,0.041195
2020-03-27,0.04467,0.07475,0.006762,-0.0433
2020-03-27,0.04467,0.074748,0.006762,-0.0433
2020-04-03,-0.002544,-0.02331,0.005994,0.022478
2020-04-10,0.057557,0.069915,0.007286,-0.010529
2020-04-17,0.019852,0.006087,0.006417,0.002663
2020-04-24,-0.017531,-0.015053,0.006055,0.005993
2020-04-24,-0.017531,-0.015054,0.006055,0.005993
2020-05-01,0.035189,0.0179,0.006181,-0.012961
2020-05-08,-0.004936,0.012771,0.006847,0.006611
2020-05-15,-0.008225,-0.021813,0.006444,0.006698
2020-05-15,-0.008225,-0.021812,0.006444,0.006698
2020-05-22,0.000245,0.025801,0.006574,-0.005368
2020-05-22,0.000245,0.025802,0.006574,-0.005368
2020-05-29,0.025216,0.038567,0.006526,-0.015211
2020-05-29,0.025216,0.038568,0.006526,-0.015211
2020-06-05,0.06319,0.060251,0.008935,-0.014307
2020-06-05,0.063191,0.06025,0.008935,-0.014307
2020-06-12,-0.012502,-0.04258,0.0071,0.003941
2020-06-12,-0.012502,-0.042579,0.0071,0.003941
2020-06-19,0.019648,0.023849,0.006937,0.003124
2020-06-26,-0.001205,-0.012424,0.006397,-0.001946
2020-06-26,-0.001205,-0.012425,0.006397,-0.001946
2020-07-03,0.023873,0.013564,0.006693,-0.002679
2020-07-03,0.033542,0.010661,0.006693,-0.002679
2020-07-10,0.036426,-0.002583,0.00643,-0.005351
2020-07-10,0.046215,-0.005439,0.00643,-0.005351
2020-07-17,-0.011361,0.020427,0.006233,-0.007346
2020-07-24,0.002827,-0.011606,0.005872,-0.015707
2020-07-24,0.002827,-0.011607,0.005872,-0.015707
2020-07-31,0.016541,-0.033519,0.005331,-0.0115
2020-07-31,0.016541,-0.03352,0.005331,-0.0115
2020-08-07,0.013492,0.02215,0.005657,0.000921
2020-08-07,0.013492,0.022151,0.005657,0.000921
2020-08-14,0.002568,0.023591,0.007094,-0.003628
2020-08-21,0.001196,-0.008297,0.006363,0.001622
2020-08-21,0.001196,-0.008298,0.006363,0.001622
2020-08-28,0.021796,0.005437,0.007244,-0.009394
2020-08-28,0.021796,0.005438,0.007244,-0.009394
2020-09-04,-0.020304,-0.011286,0.007213,0.003767
2020-09-04,-0.020304,-0.011285,0.007213,0.003767
2020-09-11,-0.0071,0.016749,0.00669,0.006622
2020-09-11,-0.0071,0.016751,0.00669,0.006622
2020-09-18,0.010002,0.000221,0.00697,-0.004361
2020-09-18,0.010002,0.000222,0.00697,-0.004361
2020-09-25,-0.034539,-0.022913,0.006561,0.018466
2020-10-02,0.018398,0.006195,0.007038,-0.008432
2020-10-02,0.018398,0.006194,0.007038,-0.008432
2020-10-09,0.031495,0.024583,0.007787,-0.008386
2020-10-16,0.003384,-0.009553,0.007489,0.006716
2020-10-16,0.003384,-0.009554,0.007489,0.006716
2020-10-23,0.007529,-0.006328,0.008413,-0.009756
2020-10-23,0.007529,-0.006326,0.008413,-0.009756
2020-10-30,-0.025356,-0.047034,0.008737,0.01369
2020-10-30,-0.025356,-0.047035,0.008737,0.01369
2020-11-06,0.056863,0.062247,0.008201,-0.019237
2020-11-06,0.056863,0.062248,0.008201,-0.019237
2020-11-13,0.009931,0.045941,0.008979,0.005703
2020-11-13,0.009931,0.04594,0.008979,0.005703
2020-11-20,0.013629,0.012935,0.008243,-0.003914
2020-11-20,0.013629,0.012936,0.008243,-0.003914
2020-11-27,0.015634,0.017136,0.008422,-0.006516
2020-12-04,0.009019,0.001644,0.009725,-0.011864
2020-12-04,0.009019,0.001643,0.009725,-0.011864
2020-12-11,0.004471,-0.002748,0.008964,0.003032
2020-12-18,0.008255,0.009756,0.009446,-0.010552
2020-12-25,-0.008162,-0.003899,0.009264,0.003411
2020-12-25,-0.009482,-0.00418,0.009264,0.003411
2021-01-01,0.027301,0.007953,0.009165,-0.004274
2021-01-01,0.02867,0.008238,0.009165,-0.004274
2021-01-08,0.051172,0.032297,0.011187,0.00179
2021-01-08,0.051172,0.032298,0.011187,0.00179
2021-01-15,0.003474,-0.006192,0.010869,0.007481
2021-01-15,0.003475,-0.006191,0.010869,0.007481
2021-01-22,0.027838,0.002488,0.010855,-0.005883
2021-01-22,0.027838,0.002487,0.010855,-0.005883
2021-01-29,-0.042672,-0.031314,0.010706,0.003834
2021-01-29,-0.042672,-0.031313,0.010706,0.003834
2021-02-05,0.048597,0.034852,0.011687,0.005056
2021-02-05,0.048597,0.034853,0.011687,0.005056
2021-02-12,0.02011,0.013442,0.012099,-0.006173
2021-02-12,0.02011,0.013441,0.012099,-0.006173
2021-02-19,0.00148,0.001568,0.013397,-0.001282
2021-02-26,-0.056832,-0.022957,0.014066,0.005699
2021-02-26,-0.056832,-0.022956,0.014066,0.005699
2021-03-05,0.003524,0.011776,0.015766,0.012082
2021-03-05,0.003524,0.011775,0.015766,0.012082
2021-03-12,0.006336,0.028634,0.016247,-0.00324
2021-03-19,-0.008599,0.007265,0.017299,0.002618
2021-03-26,-0.01665,0.003003,0.016742,0.009215
2021-03-26,-0.01665,0.003004,0.016742,0.009215
2021-04-02,0.023967,0.009301,0.01673,0.00276
2021-04-02,0.023967,0.0093,0.01673,0.00276
2021-04-09,-0.005636,0.00997,0.01662,-0.009234
2021-04-16,0.009998,0.008934,0.015904,-0.006586
2021-04-16,0.009998,0.008935,0.015904,-0.006586
2021-04-23,0.001551,-0.008014,0.015595,-0.007613
2021-04-23,0.001551,-0.008015,0.015595,-0.007613
2021-04-30,-0.006379,-0.004695,0.016259,0.004634
2021-05-07,-0.003421,0.017307,0.015788,-0.01147
2021-05-14,-0.027881,-0.010941,0.016352,0.000975
2021-05-21,0.016052,0.007173,0.016233,-0.003366
2021-05-21,0.016052,0.007172,0.016233,-0.003366
2021-05-28,0.018992,0.014944,0.015807,0.000156
2021-05-28,0.018992,0.014943,0.015807,0.000156
2021-06-04,0.014101,0.00644,0.015568,0.001166
2021-06-11,0.000443,0.006493,0.014535,0.004649
2021-06-11,0.000443,0.006492,0.014535,0.004649
2021-06-18,-0.006516,-0.00575,0.014431,0.018442
2021-06-18,-0.006516,-0.005749,0.014431,0.018442
2021-06-25,0.011969,0.009271,0.015241,-0.004055
2021-06-25,0.011969,0.00927,0.015241,-0.004055
2021-07-02,-0.011048,-0.002693,0.014306,0.004083
2021-07-09,-0.021174,-0.005039,0.013612,-0.001041
2021-07-09,-0.021174,-0.005037,0.013612,-0.001041
